label,count,parent,id
column,1,what,what/column
comes,1,what/column,what/column/comes
minor,1,how/many,how/many/minor
a,1,who/served,who/served/a
comes,1,what/location,what/location/comes
a,1,who/wrote,who/wrote/a
countries,1,which/country,which/country/countries
show,1,did/the,did/the/show
plaers,1,how/many,how/many/plaers
longer,1,who/lived,who/lived/longer
is,1,what/opponent,what/opponent/is
from,1,which/year,which/year/from
was,1,which/premier,which/premier/was
runner,2,how/many,how/many/runner
golfers,1,how/many,how/many/golfers
competed,1,which/team,which/team/competed
toggle,1,which,which/toggle
series,1,which/toggle,which/toggle/series
tablet,1,is,is/tablet
3,1,is/tablet,is/tablet/3
comes,2,what/venue,what/venue/comes
comes,1,what/country,what/country/comes
performed,1,which/candidate,which/candidate/performed
ron,1,where/did,where/did/ron
slam,1,what/grand,what/grand/slam
above,1,who/won,who/won/above
greater,1,which/is,which/is/greater
crisis,2,which/pre,which/pre/crisis
listed,1,which/candidate,which/candidate/listed
capacity,1,is/the,is/the/capacity
the,1,which/games,which/games/the
earned,1,which/driver,which/driver/earned
owns,1,which/company,which/company/owns
genealogy,1,is/the,is/the/genealogy
animal,1,what/other,what/other/animal
larger,1,which/is,which/is/larger
steamer,1,how/many,how/many/steamer
of,3,which/member,which/member/of
prime,1,how/many,how/many/prime
another,1,is,is/another
tall,1,is/another,is/another/tall
fleet,1,in/what,in/what/fleet
german,1,how/many,how/many/german
next,3,is/the,is/the/next
is,1,what/athlete,what/athlete/is
reactor,3,which,which/reactor
had,1,which/reactor,which/reactor/had
lieutenant,1,which,which/lieutenant
was,1,which/lieutenant,which/lieutenant/was
oldest,1,how/many,how/many/oldest
china,1,which,which/china
player,1,which/china,which/china/player
popular,1,which,which/popular
gordon,1,which/popular,which/popular/gordon
previous,1,did/the,did/the/previous
elements,3,how/many,how/many/elements
4th,2,how/many,how/many/4th
selected,1,who,who/selected
the,1,who/selected,who/selected/the
mr,1,when/did,when/did/mr
languages,1,how/many,how/many/languages
mvp,1,who/won,who/won/mvp
has,1,what/size,what/size/has
above,2,is,is/above
below,2,is/above,is/above/below
sinnamon,1,what/is,what/is/sinnamon
you,1,where/do,where/do/you
had,1,which/number,which/number/had
root,1,which,which/root
f,1,which/root,which/root/f
skiers,1,how/many,how/many/skiers
she,1,when,when/she
was,1,when/she,when/she/was
zipcodes,1,how/many,how/many/zipcodes
his,1,who/achieved,who/achieved/his
song,1,is/the,is/the/song
not,1,does,does/not
have,1,does/not,does/not/have
reactors,2,how/many,how/many/reactors
cebolla,1,does,does/cebolla
1,1,does/cebolla,does/cebolla/1
managers,1,which,which/managers
name,1,which/managers,which/managers/name
jamaica,1,does,does/jamaica
have,1,does/jamaica,does/jamaica/have
before,1,who/came,who/came/before
imparja,1,how/many,how/many/imparja
health,1,how/many,how/many/health
it,1,what/country,what/country/it
period,2,which/time,which/time/period
lord,1,who/succeeded,who/succeeded/lord
governorate,2,what,what/governorate
has,2,what/governorate,what/governorate/has
gets,1,which/vehicle,which/vehicle/gets
engine,1,how/many,how/many/engine
comes,1,what/model,what/model/comes
website,1,what,what/website
is,1,what/website,what/website/is
brendan,1,did,did/brendan
jones,1,did/brendan,did/brendan/jones
tom,1,who/replaced,who/replaced/tom
brands,1,which/engine,which/engine/brands
tournaments,2,which,which/tournaments
had,1,which/tournaments,which/tournaments/had
came,1,which/driver,which/driver/came
at,1,is,is/at
least,1,is/at,is/at/least
received,1,which/nation,which/nation/received
number,1,which/route,which/route/number
rowing,1,how/many,how/many/rowing
hit,1,what/song,what/song/hit
could,1,which/team,which/team/could
massif,1,which,which/massif
has,1,which/massif,which/massif/has
senator,1,which,which/senator
has,1,which/senator,which/senator/has
greater,1,are,are/greater
than,1,are/greater,are/greater/than
us,2,which,which/us
state,1,which/us,which/us/state
last,1,what/was,what/was/last
each,1,where/did,where/did/each
event,1,what/other,what/other/event
no,1,which/match,which/match/no
won,1,what/athlete,what/athlete/won
had,3,which/single,which/single/had
nickname,1,does/the,does/the/nickname
genealogy,2,which,which/genealogy
comes,1,which/genealogy,which/genealogy/comes
are,2,how/long,how/long/are
years,1,which/three,which/three/years
drive,1,did/he,did/he/drive
labels,1,how/many,how/many/labels
open,1,are,are/open
to,1,are/open,are/open/to
came,2,which/episode,which/episode/came
finished,2,which/driver,which/driver/finished
cooper,1,how/many,how/many/cooper
ostankino,1,is/the,is/the/ostankino
tablets,3,how/many,how/many/tablets
bronze,1,did/the,did/the/bronze
had,1,which/games,which/games/had
first,2,is,is/first
internally,1,how/many,how/many/internally
historical,1,which,which/historical
places,1,which/historical,which/historical/places
representative,1,what/other,what/other/representative
called,1,who,who/called
the,1,who/called,who/called/the
naacp,1,how/many,how/many/naacp
associations,2,which,which/associations
ll,1,does,does/ll
cool,1,does/ll,does/ll/cool
belgian,1,which,which/belgian
team,1,which/belgian,which/belgian/team
racing,1,which,which/racing
team,1,which/racing,which/racing/team
same,1,which,which/same
tournament,1,which/same,which/same/tournament
comes,2,what/date,what/date/comes
series,1,which/super,which/super/series
pit,1,how/many,how/many/pit
swale,1,is,is/swale
s,1,is/swale,is/swale/s
bruno,1,who/wrote,who/wrote/bruno
medaled,1,who,who/medaled
in,1,who/medaled,who/medaled/in
has,2,what/binary,what/binary/has
episode,1,what/other,what/other/episode
at,1,who/played,who/played/at
cold,1,what/was,what/was/cold
pierre,1,is,is/pierre
karsmakers,1,is/pierre,is/pierre/karsmakers
earned,2,which/country,which/country/earned
have,1,which/associations,which/associations/have
premiers,1,how/many,how/many/premiers
was,1,which/work,which/work/was
ferries,1,how/many,how/many/ferries
would,1,which/district,which/district/would
years,1,are/the,are/the/years
governorate,1,how/many,how/many/governorate
arjun,1,is,is/arjun
or,1,is/arjun,is/arjun/or
belgians,1,how/many,how/many/belgians
previous,1,which/is,which/is/previous
job,1,did/the,did/the/job
footballer,1,which,which/footballer
is,1,which/footballer,which/footballer/is
china,1,what/is,what/is/china
was,1,which/contestant,which/contestant/was
china,1,who/is,who/is/china
italians,1,how/many,how/many/italians
discipline,1,what,what/discipline
has,1,what/discipline,what/discipline/has
total,1,is/his,is/his/total
tree,2,which/timber,which/timber/tree
box,1,is,is/box
3,1,is/box,is/box/3
marcos,2,who/did,who/did/marcos
parking,3,how/many,how/many/parking
chruches,1,how/many,how/many/chruches
finished,3,how/many,how/many/finished
he,1,who/was,who/was/he
class,2,which/vehicle,which/vehicle/class
came,1,which/country,which/country/came
malbolge,2,which,which/malbolge
results,2,which/malbolge,which/malbolge/results
finished,1,which/manager,which/manager/finished
best,1,is/their,is/their/best
earlier,2,which/was,which/was/earlier
was,1,which/language,which/language/was
stations,1,which/2,which/2/stations
by,1,how/long,how/long/by
do,2,did/they,did/they/do
test,1,what,what/test
took,1,what/test,what/test/took
riders,2,how/many,how/many/riders
sibiu,1,does,does/sibiu
have,1,does/sibiu,does/sibiu/have
unicode,1,what,what/unicode
anastasija,1,is,is/anastasija
katriova,1,is/anastasija,is/anastasija/katriova
cyclists,1,which/other,which/other/cyclists
came,1,which/player,which/player/came
thread,2,which,which/thread
nominal,2,which/thread,which/thread/nominal
ended,1,which/season,which/season/ended
was,1,which/genealogy,which/genealogy/was
goalscorers,1,how/many,how/many/goalscorers
steam,1,how/many,how/many/steam
song,1,what/other,what/other/song
volumes,1,how/many,how/many/volumes
had,1,which/nations,which/nations/had
their,1,who/has,who/has/their
hospitals,1,how/many,how/many/hospitals
carl,1,when/was,when/was/carl
greek,1,which,which/greek
letter,1,which/greek,which/greek/letter
have,1,what/schools,what/schools/have
is,1,what/play,what/play/is
came,1,which,which/came
first,1,which/came,which/came/first
examples,1,how/many,how/many/examples
democrat,2,what,what/democrat
and,1,what/democrat,what/democrat/and
yacht,2,which,which/yacht
came,1,which/yacht,which/yacht/came
had,1,which/stadium,which/stadium/had
do,1,which/nations,which/nations/do
iran,1,how/many,how/many/iran
ferry,1,what,what/ferry
was,1,what/ferry,what/ferry/was
returned,1,who,who/returned
home,1,who/returned,who/returned/home
epiodes,1,how/many,how/many/epiodes
cellulose,1,how/many,how/many/cellulose
race,1,is/the,is/the/race
the,1,which/year,which/year/the
provides,1,which/location,which/location/provides
standard,1,how/many,how/many/standard
s,1,which/manufacturer,which/manufacturer/s
throw,1,did/she,did/she/throw
at,1,who,who/at
least,1,who/at,who/at/least
is,2,what/route,what/route/is
comes,1,which/year,which/year/comes
next,1,is,is/next
after,1,is/next,is/next/after
7uv,1,when/did,when/did/7uv
after,1,how/long,how/long/after
offenders,1,which,which/offenders
had,1,which/offenders,which/offenders/had
transport,1,which,which/transport
has,1,which/transport,which/transport/has
nevland,1,when/did,when/did/nevland
legs,1,how/many,how/many/legs
continent,1,which,which/continent
has,1,which/continent,which/continent/has
charted,1,which/singles,which/singles/charted
losses,1,are/more,are/more/losses
held,1,which/building,which/building/held
in,1,what/country,what/country/in
name,1,how/many,how/many/name
team,1,what/other,what/other/team
where,1,which/songs,which/songs/where
won,1,what/show,what/show/won
scorers,1,how/many,how/many/scorers
or,1,which/team,which/team/or
got,1,which/nationality,which/nationality/got
americans,1,how/many,how/many/americans
8,1,when/will,when/will/8
do,1,which/trains,which/trains/do
reigned,2,who,who/reigned
after,1,who/reigned,who/reigned/after
comet,1,which,which/comet
has,1,which/comet,which/comet/has
american,1,which/central,which/central/american
set,1,which/athlete,which/athlete/set
jockey,1,how/many,how/many/jockey
metals,2,how/many,how/many/metals
didn,1,which/country,which/country/didn
formats,2,how/many,how/many/formats
elie,1,did,did/elie
wiesel,1,did/elie,did/elie/wiesel
designer,1,which,which/designer
won,1,which/designer,which/designer/won
now,1,which,which/now
is,1,which/now,which/now/is
has,1,what/company,what/company/has
type,1,which/surface,which/surface/type
team,2,did/the,did/the/team
comes,2,what,what/comes
before,1,what/comes,what/comes/before
came,1,which/model,which/model/came
lieutenant,2,which/political,which/political/lieutenant
america,1,which,which/america
has,1,which/america,which/america/has
devo,1,when/did,when/did/devo
one,1,who/released,who/released/one
more,1,where/there,where/there/more
choices,1,how/many,how/many/choices
ep,1,what/single,what/single/ep
is,1,which/award,which/award/is
distribution,1,which,which/distribution
had,1,which/distribution,which/distribution/had
worked,1,which/director,which/director/worked
maico,1,did/the,did/the/maico
association,1,what,what/association
joined,1,what/association,what/association/joined
just,1,who/won,who/won/just
friendly,1,how/many,how/many/friendly
more,2,who/won,who/won/more
unicode,1,does,does/unicode
use,1,does/unicode,does/unicode/use
is,1,what/surface,what/surface/is
ambassador,1,who/was,who/was/ambassador
participated,1,which/player,which/player/participated
uses,1,how/many,how/many/uses
number,1,does/route,does/route/number
only,1,who/had,who/had/only
number,1,is/their,is/their/number
produced,1,which/label,which/label/produced
has,1,which/mountain,which/mountain/has
has,2,which/network,which/network/has
number,1,is/ranked,is/ranked/number
s,1,which/person,which/person/s
agape,1,when/does,when/does/agape
101,1,does/route,does/route/101
salem,1,did,did/salem
al,1,did/salem,did/salem/al
another,1,who/tied,who/tied/another
podiumdoes,1,how/many,how/many/podiumdoes
placed,1,which/athlete,which/athlete/placed
names,1,which,which/names
are,1,which/names,which/names/are
has,1,which/reactor,which/reactor/has
ranked,1,who/is,who/is/ranked
opera,2,which,which/opera
is,1,which/opera,which/opera/is
finished,1,which/country,which/country/finished
queensland,1,did/the,did/the/queensland
aired,1,what/episode,what/episode/aired
mountains,1,how/many,how/many/mountains
wrestler,1,which,which/wrestler
had,1,which/wrestler,which/wrestler/had
artists,2,how/many,how/many/artists
representative,1,what,what/representative
was,1,what/representative,what/representative/was
voted,1,who/was,who/was/voted
john,1,does,does/john
battye,1,does/john,does/john/battye
least,1,is/the,is/the/least
indonesia,1,did,did/indonesia
earn,1,did/indonesia,did/indonesia/earn
scot,1,did,did/scot
bennett,1,did/scot,did/scot/bennett
matches,1,is/more,is/more/matches
clerk,1,which,which/clerk
started,1,which/clerk,which/clerk/started
was,1,what/building,what/building/was
lieutenant,1,who/became,who/became/lieutenant
cord,1,what,what/cord
comes,1,what/cord,what/cord/comes
used,1,which/venue,which/venue/used
is,1,which/character,which/character/is
year,1,what/other,what/other/year
divers,1,how/many,how/many/divers
competitor,1,what/other,what/other/competitor
spouse,1,which,which/spouse
was,1,which/spouse,which/spouse/was
terminals,1,how/many,how/many/terminals
produced,1,which/manufacturer,which/manufacturer/produced
retired,1,which/person,which/person/retired
todor,1,did,did/todor
yanchev,1,did/todor,did/todor/yanchev
builder,1,which/other,which/other/builder
maryland,1,which,which/maryland
congressman,1,which/maryland,which/maryland/congressman
diver,1,what,what/diver
came,1,what/diver,what/diver/came
had,1,which/rider,which/rider/had
was,1,which/model,which/model/was
dmitry,1,did,did/dmitry
mikhailovich,1,did/dmitry,did/dmitry/mikhailovich
ignalina,1,is/the,is/the/ignalina
thread,1,how/many,how/many/thread
english,1,what,what/english
player,1,what/english,what/english/player
after,1,what/comes,what/comes/after
scored,1,which/nationality,which/nationality/scored
win,1,did/brazil,did/brazil/win
was,1,which/festival,which/festival/was
rooms,1,how/many,how/many/rooms
cassiopeia,1,is,is/cassiopeia
1,1,is/cassiopeia,is/cassiopeia/1
terrain,1,which,which/terrain
is,1,which/terrain,which/terrain/is
utilizes,1,which/car,which/car/utilizes
listed,2,are,are/listed
with,1,are/listed,are/listed/with
mayors,1,which,which/mayors
had,1,which/mayors,which/mayors/had
as,1,how/long,how/long/as
lieutenants,1,how/many,how/many/lieutenants
game,1,which/tie,which/tie/game
was,1,who/else,who/else/was
records,1,which/athletes,which/athletes/records
had,1,which/episodes,which/episodes/had
was,1,which/movie,which/movie/was
were,1,who/was,who/was/were
issue,1,in/what,in/what/issue
cellulose,1,which,which/cellulose
ether,1,which/cellulose,which/cellulose/ether
administrator,1,which,which/administrator
served,1,which/administrator,which/administrator/served
banat,1,how/many,how/many/banat
bill,1,did,did/bill
glasson,1,did/bill,did/bill/glasson
daddy,1,who/wrote,who/wrote/daddy
central,1,what,what/central
american,1,what/central,what/central/american
or,1,which/edition,which/edition/or
officer,1,which/current,which/current/officer
scat,1,did,did/scat
daddy,1,did/scat,did/scat/daddy
until,1,how/long,how/long/until
scottish,1,how/many,how/many/scottish
had,1,which/yacht,which/yacht/had
justin,1,is,is/justin
holiday,1,is/justin,is/justin/holiday
nfl,1,how/many,how/many/nfl
before,1,is/listed,is/listed/before
ambassador,1,which,which/ambassador
served,1,which/ambassador,which/ambassador/served
shows,1,which/opponent,which/opponent/shows
1,1,did/position,did/position/1
was,1,which/manager,which/manager/was
polling,1,how/many,how/many/polling
private,1,how/many,how/many/private
stops,1,how/many,how/many/stops
representatives,1,which/two,which/two/representatives
courts,1,how/many,how/many/courts
after,1,is/listed,is/listed/after
educational,1,which,which/educational
website,1,which/educational,which/educational/website
australians,1,how/many,how/many/australians
only,1,which/driver,which/driver/only
west,1,did,did/west
germany,1,did/west,did/west/germany
first,1,what/was,what/was/first
other,1,what/title,what/title/other
releases,1,how/many,how/many/releases
serverd,1,who,who/serverd
longer,1,who/serverd,who/serverd/longer
for,1,who/reigned,who/reigned/for
got,1,which/country,which/country/got
county,2,in/which,in/which/county
served,2,what/city,what/city/served
listed,1,which/rider,which/rider/listed
conferences,1,which,which/conferences
have,1,which/conferences,which/conferences/have
team,1,does/the,does/the/team
nationalities,2,which,which/nationalities
were,2,which/nationalities,which/nationalities/were
polling,1,what,what/polling
firm,1,what/polling,what/polling/firm
the,1,who/spent,who/spent/the
versions,2,how/many,how/many/versions
plays,1,which/song,which/song/plays
cast,1,how/many,how/many/cast
her,1,where/was,where/was/her
decimals,1,how/many,how/many/decimals
canal,1,is,is/canal
de,1,is/canal,is/canal/de
next,1,what/is,what/is/next
happened,1,which/tournament,which/tournament/happened
horses,1,how/many,how/many/horses
evresis,1,does,does/evresis
or,1,does/evresis,does/evresis/or
higher,1,who/is,who/is/higher
separate,1,how/many,how/many/separate
after,1,who/started,who/started/after
ferraris,1,how/many,how/many/ferraris
best,2,how/many,how/many/best
celebrities,1,which,which/celebrities
come,1,which/celebrities,which/celebrities/come
st,2,does,does/st
helen,1,does/st,does/st/helen
kevin,1,does,does/kevin
martin,1,does/kevin,does/kevin/martin
ugca,1,does,does/ugca
105,1,does/ugca,does/ugca/105
ricky,1,who/played,who/played/ricky
had,1,which/prabandham,which/prabandham/had
albanian,1,when/did,when/did/albanian
ford,1,did/tom,did/tom/ford
fifth,1,who/ranked,who/ranked/fifth
is,1,which/rider,which/rider/is
was,1,what/show,what/show/was
scored,1,which/shooter,which/shooter/scored
laurel,1,is,is/laurel
canyon,1,is/laurel,is/laurel/canyon
is,1,which/nation,which/nation/is
do,1,what/chassis,what/chassis/do
hawken,1,where/is,where/is/hawken
dino,1,which/of,which/of/dino
listed,1,who/are,who/are/listed
on,1,is/first,is/first/on
enemy,1,how/many,how/many/enemy
reached,1,which/song,which/song/reached
hospital,1,how/many,how/many/hospital
cost,1,what/topic,what/topic/cost
cessna,1,which,which/cessna
has,1,which/cessna,which/cessna/has
pizzelli,1,did,did/pizzelli
score,1,did/pizzelli,did/pizzelli/score
had,1,which/american,which/american/had
launceston,1,what/was,what/was/launceston
after,1,who/comes,who/comes/after
hosted,1,which/country,which/country/hosted
swimmer,1,what,what/swimmer
had,1,what/swimmer,what/swimmer/had
had,1,which/parish,which/parish/had
had,1,which/circuit,which/circuit/had
austrian,1,which,which/austrian
state,1,which/austrian,which/austrian/state
for,1,which/game,which/game/for
had,1,which/position,which/position/had
are,1,what/country,what/country/are
belgian,1,did/the,did/the/belgian
first,1,what/member,what/member/first
origin,1,what,what/origin
has,1,what/origin,what/origin/has
be,1,who/would,who/would/be
robot,1,which,which/robot
has,1,which/robot,which/robot/has
cyclists,1,how/many,how/many/cyclists
have,1,which/years,which/years/have
launched,1,which/ship,which/ship/launched
premiered,1,which/opera,which/opera/premiered
only,1,are/the,are/the/only
saigon,1,which,which/saigon
album,1,which/saigon,which/saigon/album
grades,1,what,what/grades
does,1,what/grades,what/grades/does
station,1,which/other,which/other/station
next,1,who/is,who/is/next
wrestlers,1,how/many,how/many/wrestlers
david,1,did,did/david
russell,1,did/david,did/david/russell
has,1,which/box,which/box/has
longer,1,are,are/longer
than,1,are/longer,are/longer/than
mexico,1,did,did/mexico
order,1,did/mexico,did/mexico/order
team,1,when/did,when/did/team
one,1,who/finished,who/finished/one
experiment,1,which,which/experiment
number,1,which/experiment,which/experiment/number
at,1,who/earned,who/earned/at
peerage,1,who/was,who/was/peerage
number,1,by/what,by/what/number
sinnamon,1,what/was,what/was/sinnamon
services,1,how/many,how/many/services
without,1,what/men,what/men/without
not,1,who/was,who/was/not
got,1,which/driver,which/driver/got
did,1,which/countries,which/countries/did
athlete,1,what/other,what/other/athlete
sweden,1,did,did/sweden
or,1,did/sweden,did/sweden/or
processor,1,how/many,how/many/processor
will,1,where,where/will
take,1,where/will,where/will/take
solar,1,how/many,how/many/solar
are,1,what/counties,what/counties/are
did,2,which/opponent,which/opponent/did
offenses,1,how/many,how/many/offenses
their,1,are,are/their
any,1,are/their,are/their/any
date,1,which/game,which/game/date
appears,1,which/nation,which/nation/appears
cast,1,who/was,who/was/cast
are,1,which/state,which/state/are
russia,1,did,did/russia
or,1,did/russia,did/russia/or
guardian,1,how/many,how/many/guardian
lost,1,which/ship,which/ship/lost
only,1,which/season,which/season/only
higher,1,who/finished,who/finished/higher
maramoros,1,is,is/maramoros
larger,1,is/maramoros,is/maramoros/larger
before,1,who/retired,who/retired/before
number,1,who/s,who/s/number
tour,1,which,which/tour
was,1,which/tour,which/tour/was
office,1,who/took,who/took/office
his,2,who/was,who/was/his
editions,1,which,which/editions
of,1,which/editions,which/editions/of
interjet,1,which,which/interjet
airline,1,which/interjet,which/interjet/airline
in,1,are/listed,are/listed/in
or,1,how/long,how/long/or
took,1,what/team,what/team/took
callsigns,1,how/many,how/many/callsigns
milicic,1,did,did/milicic
score,1,did/milicic,did/milicic/score
kingston,1,how/many,how/many/kingston
national,1,which/us,which/us/national
operas,1,which,which/operas
have,1,which/operas,which/operas/have
younger,1,who/is,who/is/younger
china,1,did,did/china
pr,1,did/china,did/china/pr
gl,1,how/many,how/many/gl
did,1,which/aircraft,which/aircraft/did
c,1,how/many,how/many/c
destinations,1,how/many,how/many/destinations
gary,1,which,which/gary
newman,1,which/gary,which/gary/newman
agape,1,where/is,where/is/agape
disney,1,which,which/disney
movie,1,which/disney,which/disney/movie
versions,1,which/two,which/two/versions
removed,1,how/far,how/far/removed
but,1,is/vacant,is/vacant/but
comes,1,what/station,what/station/comes
used,1,which/match,which/match/used
had,1,what/period,what/period/had
consecutive,1,who/had,who/had/consecutive
private,1,which,which/private
school,1,which/private,which/private/school
in,1,which/player,which/player/in
did,1,which/artist,which/artist/did
stadium,1,what/international,what/international/stadium
thomas,1,does/st,does/st/thomas
eric,1,does,does/eric
wynalda,1,does/eric,does/eric/wynalda
is,1,which/reactor,which/reactor/is
finalists,1,how/many,how/many/finalists
european,1,how/many,how/many/european
entered,1,which/association,which/association/entered
has,1,which/island,which/island/has
was,2,what/aircraft,what/aircraft/was
comes,1,what/player,what/player/comes
were,1,what/singles,what/singles/were
ana,1,did,did/ana
camila,1,did/ana,did/ana/camila
tasmania,1,who/did,who/did/tasmania
kelli,1,what/were,what/were/kelli
earn,1,did/he,did/he/earn
ercüment,1,where/did,where/did/ercüment
stereos,1,what/was,what/was/stereos
anne,1,how/did,how/did/anne
anthony,1,how/was,how/was/anthony
adnan,1,what/did,what/did/adnan
d,1,did/the,did/the/d
michael,1,who/did,who/did/michael
kimble,1,how/did,how/did/kimble
characters,1,what/film,what/film/characters
south,1,which/1998,which/1998/south
cast,1,what/films,what/films/cast
thornhill,1,what/is,what/is/thornhill
labour,1,how/did,how/did/labour
ratio,2,what,what/ratio
of,2,what/ratio,what/ratio/of
leonardo,1,who/played,who/played/leonardo
and,2,which/year,which/year/and
path,1,what,what/path
does,1,what/path,what/path/does
duchovny,1,who/did,who/did/duchovny
megan,1,did,did/megan
fox,1,did/megan,did/megan/fox
station,1,is/a,is/a/station
buddy,1,what/did,what/did/buddy
denis,1,what/were,what/were/denis
steven,1,what,what/steven
spielberg,1,what/steven,what/steven/spielberg
tyler,1,what/did,what/did/tyler
events,2,in/what,in/what/events
patino,1,did,did/patino
score,1,did/patino,did/patino/score
and,1,which/films,which/films/and
ned,1,what/did,what/did/ned
césar,1,did,did/césar
cielo,1,did/césar,did/césar/cielo
inna,1,how/was,how/was/inna
place,1,did/he,did/he/place
kolpaçino,1,where/was,where/was/kolpaçino
dreama,1,what/did,what/did/dreama
kannada,1,which,which/kannada
films,1,which/kannada,which/kannada/films
anstiss,1,did/harry,did/harry/anstiss
khiranwali,1,what/is,what/is/khiranwali
sileshi,1,what/were,what/were/sileshi
hardwick,1,what/did,what/did/hardwick
nikolay,1,what/did,what/did/nikolay
s,2,where,where/s
the,1,where/s,where/s/the
oregon,1,what/were,what/were/oregon
don,1,when/did,when/did/don
tom,1,what/did,what/did/tom
kclo,1,what/are,what/are/kclo
stations,1,are/any,are/any/stations
olivia,1,what/did,what/did/olivia
french,1,which,which/french
league,1,which/french,which/french/league
filippo,1,how/did,how/did/filippo
gauge,1,which,which/gauge
does,1,which/gauge,which/gauge/does
between,1,which/films,which/films/between
seo,1,what/did,what/did/seo
wilson,1,when/was,when/was/wilson
michael,1,what/were,what/were/michael
league,1,which/japanese,which/japanese/league
dev,1,what/did,what/did/dev
of,1,what/margin,what/margin/of
hall,1,did,did/hall
reprise,1,did/hall,did/hall/reprise
coyle,1,what/did,what/did/coyle
joe,1,how/was,how/was/joe
ogilvie,1,how/did,how/did/ogilvie
show,1,what/television,what/television/show
and,3,what/films,what/films/and
peter,2,when/did,when/did/peter
placements,1,what,what/placements
did,1,what/placements,what/placements/did
role,1,which/film,which/film/role
win,1,did/anyone,did/anyone/win
what,1,when/was,when/was/what
san,1,how/did,how/did/san
fifth,1,who/placed,who/placed/fifth
tony,1,when/did,when/did/tony
surinder,1,how/did,how/did/surinder
julianna,1,what/was,what/was/julianna
bolt,1,what/was,what/was/bolt
mauricio,1,how/did,how/did/mauricio
leleith,1,how/did,how/did/leleith
candidate,1,did/a,did/a/candidate
alison,1,what/was,what/was/alison
yulimar,1,how/did,how/did/yulimar
league,1,what/soccer,what/soccer/league
did,1,what/universities,what/universities/did
linda,1,what/did,what/did/linda
oklahoma,1,does,does/oklahoma
have,1,does/oklahoma,does/oklahoma/have
romania,1,how/did,how/did/romania
steward,1,what/did,what/did/steward
kenneth,1,what/did,what/did/kenneth
stewart,1,when/has,when/has/stewart
smacksoft,1,which/of,which/of/smacksoft
socratis,1,what/was,what/was/socratis
languages,1,in/what,in/what/languages
damien,1,where/did,where/did/damien
christopher,1,did,did/christopher
simpson,1,did/christopher,did/christopher/simpson
arthur,1,which,which/arthur
season,1,which/arthur,which/arthur/season
party,1,did/a,did/a/party
lorraine,1,where/did,where/did/lorraine
episodes,1,how/may,how/may/episodes
montgomery,1,what/was,what/was/montgomery
brian,1,did,did/brian
diemer,1,did/brian,did/brian/diemer
ostrander,1,did/josh,did/josh/ostrander
hanna,1,how/did,how/did/hanna
o,1,what/was,what/was/o
ezenwo,1,how/did,how/did/ezenwo
ian,1,how/did,how/did/ian
richard,1,what/is,what/is/richard
signings,1,which,which/signings
of,1,which/signings,which/signings/of
series,1,which/tv,which/tv/series
lou,1,did,did/lou
costello,1,did/lou,did/lou/costello
at,2,when/and,when/and/at
menswear,1,what/did,what/did/menswear
defeated,1,what/republican,what/republican/defeated
dietmar,1,what/did,what/did/dietmar
emilio,1,what/did,what/did/emilio
larisa,1,did,did/larisa
oleynik,1,did/larisa,did/larisa/oleynik
emma,1,how/did,how/did/emma
farmer,1,did,did/farmer
play,1,did/farmer,did/farmer/play
hayle,1,what/are,what/are/hayle
black,1,who/released,who/released/black
included,1,what/is,what/is/included
regina,1,did,did/regina
king,1,did/regina,did/regina/king
martha,1,how/did,how/did/martha
michael,1,what/was,what/was/michael
males,2,how/many,how/many/males
was,1,which/events,which/events/was
ratings,1,what,what/ratings
did,1,what/ratings,what/ratings/did
speakers,1,who/was,who/was/speakers
and,2,which/awards,which/awards/and
community,1,what,what/community
and,1,what/community,what/community/and
portal,1,what,what/portal
awards,1,what/portal,what/portal/awards
liza,1,what/has,what/has/liza
miles,1,what/is,what/is/miles
pam,1,who/did,who/did/pam
huang,1,how/s,how/s/huang
appearances,1,what,what/appearances
did,1,what/appearances,what/appearances/did
parkash,1,when/was,when/was/parkash
rebecca,1,what/was,what/was/rebecca
1974,1,what,what/1974
film,1,what/1974,what/1974/film
christian,1,what/s,what/s/christian
arsenal,1,how/did,how/did/arsenal
ann,1,what/did,what/did/ann
streets,1,which,which/streets
have,1,which/streets,which/streets/have
quincy,1,which/categories,which/categories/quincy
in,1,what/frequencies,what/frequencies/in
johnson,1,did/douglas,did/douglas/johnson
were,1,which/categories,which/categories/were
carice,1,when/was,when/was/carice
from,2,when/and,when/and/from
sasha,1,who/did,who/did/sasha
samantha,1,did,did/samantha
bond,1,did/samantha,did/samantha/bond
fofana,1,what/were,what/were/fofana
image,1,what/naacp,what/naacp/image
elite,1,which,which/elite
squad,1,which/elite,which/elite/squad
excluding,1,which/channels,which/channels/excluding
chandini,1,what/s,what/s/chandini
portia,1,did,did/portia
doubleday,1,did/portia,did/portia/doubleday
fauntroy,1,how/did,how/did/fauntroy
hulchul,1,what/is,what/is/hulchul
nayeem,1,how/did,how/did/nayeem
followed,1,what/singles,what/singles/followed
a,1,who/portrayed,who/portrayed/a
britell,1,did,did/britell
work,1,did/britell,did/britell/work
rop,1,what/did,what/did/rop
off,1,in/which,in/which/off
rachel,1,how/was,how/was/rachel
awards,1,what/academy,what/academy/awards
jacqueline,1,how/did,how/did/jacqueline
kazunari,1,what/was,what/was/kazunari
conservative,1,which,which/conservative
