Top 1 Topic,Top 1 Score,Top 2 Topic,Top 2 Score,Top 3 Topic,Top 3 Score,Entities,Original Question
Culture,0.6076,Society,0.4885,Business and Economic,0.4389,0.115,0.115
Political,0.9338,Culture,0.7669,Healthcare and Medicine,0.4213,primera,primera b nacional
Culture,0.6969,Business and Economic,0.5685,Science and Technology,0.5649,112.5,112.5
Culture,0.6521,Business and Economic,0.5144,Science and Technology,0.4799,355.0,355.0
Culture,0.7118,Art,0.637,Healthcare and Medicine,0.5873,,no strings attached
Business and Economic,0.2667,Society,0.0425,Art,0.004,,how many percent was in the labor force?
Business and Economic,0.3716,Healthcare and Medicine,0.359,Science and Technology,0.3066,,how many percent of working full time?
Business and Economic,0.3569,Science and Technology,0.2303,Healthcare and Medicine,0.226,,how many percent of working part time?
Culture,0.7527,Science and Technology,0.6402,Business and Economic,0.6002,10.4,10.4
Culture,0.6316,Business and Economic,0.5265,Science and Technology,0.5057,1.7,1.7
Society,0.0458,Culture,0.0108,Warfare and Conflict,0.0033,,how many percent was full-time employment for psychology doctorates?
Science and Technology,0.6889,Society,0.0906,Culture,0.0037,,how many percent was full-time employment for computer and information sciences doctorates?
Sports,0.9481,Business and Economic,0.2338,Culture,0.2317,steve torpey playe,which club in the northern premier league premier division did steve torpey playe for?
Culture,0.646,Business and Economic,0.4631,Warfare and Conflict,0.4612,138544,138544
Culture,0.6836,Business and Economic,0.5314,Society,0.5019,136090.0,136090.0
Culture,0.6448,Business and Economic,0.4695,Science and Technology,0.4646,2454.0,2454.0
Culture,0.7018,Business and Economic,0.5129,Science and Technology,0.4948,146425.0,146425.0
Culture,0.6533,Business and Economic,0.5075,Science and Technology,0.4878,2574.0,2574.0
Culture,0.706,Business and Economic,0.5541,Art,0.5301,151268.0,151268.0
Culture,0.6551,Business and Economic,0.483,Science and Technology,0.4745,2652.0,2652.0
Culture,0.6885,Business and Economic,0.6052,Science and Technology,0.5738,6.0,6.0
Sports,0.4173,Science and Technology,0.2174,Business and Economic,0.1657,,how many yards did amendola finish with?
Culture,0.6605,Society,0.4994,Business and Economic,0.4962,133.0,133.0
Culture,0.6445,Society,0.4264,Business and Economic,0.3357,"2015, 1994/1995",2015 or 1994/1995?
Culture,0.6445,Society,0.4264,Business and Economic,0.3357,"2015, 1994/1995",2015 or 1994/1995?
Culture,0.6445,Society,0.4264,Business and Economic,0.3357,"2015, 1994/1995",2015 or 1994/1995?
Culture,0.6445,Society,0.4264,Business and Economic,0.3357,"2015, 1994/1995",2015 or 1994/1995?
Culture,0.6445,Society,0.4264,Business and Economic,0.3357,"2015, 1994/1995",2015 or 1994/1995?
Culture,0.6445,Society,0.4264,Business and Economic,0.3357,"2015, 1994/1995",2015 or 1994/1995?
Culture,0.6309,Society,0.5166,Business and Economic,0.4759,0.146,0.146
Culture,0.598,Business and Economic,0.5036,Society,0.4534,0.753,0.753
Culture,0.6877,Society,0.5363,Science and Technology,0.482,0.17,0.17
Culture,0.6368,Society,0.5087,Business and Economic,0.483,0.592,0.592
Culture,0.614,Business and Economic,0.4697,Society,0.4605,0.157,0.157
Culture,0.5892,Society,0.4613,Business and Economic,0.4606,0.708,0.708
Culture,0.5794,Business and Economic,0.4463,Warfare and Conflict,0.4157,0.097,0.097
Culture,0.5998,Society,0.4627,Business and Economic,0.4527,0.571,0.571
Sports,0.6904,Political,0.5426,Culture,0.3523,bolivian,bolivian primera division
Culture,0.6445,Society,0.4264,Business and Economic,0.3357,"2015, 1994/1995",2015 or 1994/1995?
Culture,0.6445,Society,0.4264,Business and Economic,0.3357,"2015, 1994/1995",2015 or 1994/1995?
Culture,0.7522,Science and Technology,0.6252,Business and Economic,0.5953,14.0,14.0
Culture,0.6785,Business and Economic,0.5656,Science and Technology,0.5275,161.0,161.0
Culture,0.6612,Science and Technology,0.5453,Business and Economic,0.5276,10.0,10.0
Culture,0.6859,Science and Technology,0.5586,Society,0.5437,64.0,64.0
Culture,0.6695,Science and Technology,0.5425,Society,0.5226,52.0,52.0
Culture,0.6744,Science and Technology,0.5496,Business and Economic,0.5477,61.0,61.0
Culture,0.6695,Science and Technology,0.5425,Society,0.5226,52.0,52.0
Culture,0.6045,Society,0.3139,Political,0.2465,"2012, 1991",2012 or 1991?
Culture,0.6045,Society,0.3139,Political,0.2465,"2012, 1991",2012 or 1991?
Media and Entertainment,0.8634,Culture,0.4411,Sports,0.1766,,how many peak chart positions did the don omar discography reach?
Sports,0.6558,Art,0.1326,Culture,0.1317,1987-88,which division did he play in the 1987-88?
Sports,0.9945,Business and Economic,0.3177,Media and Entertainment,0.2224,indian,indian super league
Culture,0.6503,Science and Technology,0.4509,Business and Economic,0.4421,64>\,<55 to 64>\
Culture,0.7162,Society,0.4629,Education,0.4011,65 or older,65 or older
Culture,0.7162,Society,0.4629,Education,0.4011,65 or older,65 or older
Culture,0.6097,Society,0.415,Science and Technology,0.3234,55 to 64,55 to 64
Culture,0.6364,Society,0.5215,Education,0.4413,2012,25-to-34-year-olds or 15-to-34-year-olds in 2012?
Sports,0.823,Society,0.1492,Culture,0.0415,,how many goals did they score?
Sports,0.5849,Society,0.2677,Media and Entertainment,0.2184,,how many assists did they score?
Sports,0.641,Political,0.4989,Business and Economic,0.4036,ta'zim,which league did safiq rahim appear for johor darul ta'zim?
Sports,0.5103,Warfare and Conflict,0.3056,Political,0.097,,which league did sylvain wiltord appear for arsenal?
Sports,0.5731,Science and Technology,0.5641,Healthcare and Medicine,0.5059,,championship
Culture,0.6084,Business and Economic,0.4772,Warfare and Conflict,0.4484,391.0,391.0
Culture,0.6139,Business and Economic,0.4719,Science and Technology,0.4117,3528.0,3528.0
Culture,0.7194,Science and Technology,0.6002,Business and Economic,0.5759,21.0,21.0
Culture,0.7297,Society,0.5033,Education,0.4328,,65 and older
Culture,0.7321,Science and Technology,0.6082,Business and Economic,0.5748,62.4,62.4
Culture,0.5867,Science and Technology,0.4455,Business and Economic,0.4375,28.9,28.9
Culture,0.7024,Science and Technology,0.5885,Business and Economic,0.5632,24.5,24.5
Culture,0.6431,Business and Economic,0.4562,Science and Technology,0.4228,0.477876,0.477876
Culture,0.6368,Business and Economic,0.4393,Science and Technology,0.4199,0.560976,0.560976
Sports,0.6878,Art,0.3364,Media and Entertainment,0.1376,,how many appearances did he make for the club?
Sports,0.6965,Art,0.0908,Culture,0.0213,,how many goals did he score for the club?
Warfare and Conflict,0.8885,Political,0.4534,Media and Entertainment,0.2521,steven seagal,what the role did steven seagal play in under siege?
Culture,0.5729,Business and Economic,0.4672,Warfare and Conflict,0.4414,813\,813\
Culture,0.6068,Business and Economic,0.4991,Science and Technology,0.4435,167.0,167.0
Culture,0.7098,Science and Technology,0.5654,Business and Economic,0.5599,24.07,24.07
Culture,0.6582,Business and Economic,0.5199,Warfare and Conflict,0.4394,613938.0,613938.0
Sports,0.8903,Society,0.0268,Culture,0.0227,five,how many yards did jacoby brissett pass with 23 touchdowns and five interceptions?
Culture,0.6285,Business and Economic,0.4637,Science and Technology,0.4611,249.0,249.0
Culture,0.7194,Science and Technology,0.6002,Business and Economic,0.5759,21.0,21.0
Business and Economic,0.3703,Sports,0.273,Science and Technology,0.1381,,which league did byrne join club shelbourne?
Business and Economic,0.4656,Science and Technology,0.434,Media and Entertainment,0.392,200,what the number did he reach on the billboard 200?
Sports,0.8231,Political,0.7126,Warfare and Conflict,0.5357,,which league did king join side stevenage?
Sports,0.7912,Media and Entertainment,0.2835,Culture,0.1221,,how many receptions did wayne score?
Sports,0.4967,Media and Entertainment,0.0157,Business and Economic,0.0111,,how many yards did wayne score?
Sports,0.4579,Business and Economic,0.0758,Political,0.0726,"first, ireland",league of ireland first division
Culture,0.7218,Science and Technology,0.5838,Business and Economic,0.5567,17.0,17.0
Culture,0.7015,Science and Technology,0.5758,Business and Economic,0.5729,142.0,142.0
Culture,0.6916,Society,0.5233,Art,0.5222,1474.0,1474.0
Business and Economic,0.1011,Political,0.0123,Warfare and Conflict,0.0076,29th,which airport was the 29th busiest airport in the uk?
Sports,0.5841,Business and Economic,0.2573,Media and Entertainment,0.165,,which league did felix banega make his debut with rosario central in?
Business and Economic,0.4381,Political,0.22,Sports,0.1643,,which league did sebastiano rossi appear for forli?
Culture,0.6882,Science and Technology,0.5428,Business and Economic,0.5258,72.0,72.0
Culture,0.6921,Science and Technology,0.5444,Society,0.5302,54.0,54.0
Culture,0.665,Business and Economic,0.5065,Science and Technology,0.5002,48.0,48.0
Culture,0.7224,Business and Economic,0.5899,Science and Technology,0.5851,76.0,76.0
Culture,0.762,Warfare and Conflict,0.5533,Society,0.5465,25 january 2008,released: 25 january 2008 label: inside out music formats: cd\
Sports,0.8361,Media and Entertainment,0.6905,Society,0.0473,,how many appearances did tommy benfield make with 23 goals in total?
Culture,0.7479,Science and Technology,0.676,Business and Economic,0.6649,15.3,15.3
Sports,0.4821,Business and Economic,0.3739,Political,0.3734,"wang, shenzhen",which league did wang join side shenzhen?
Culture,0.6084,Business and Economic,0.4612,Science and Technology,0.455,216.0,216.0
Culture,0.6703,Business and Economic,0.6366,Science and Technology,0.616,3.0,3.0
Art,0.435,Sports,0.3101,Culture,0.2333,1994-95,which league did he make his debut for the club during the 1994-95 campaign?
Sports,0.9574,Political,0.4268,Business and Economic,0.2244,crewe alexandra,which league did ryan lowe play for crewe alexandra?
Sports,0.529,Business and Economic,0.4719,Warfare and Conflict,0.1887,,which league was eek with?
Sports,0.9282,Business and Economic,0.3211,Science and Technology,0.2545,chris,how many receiving yards did chris hogan make?
Business and Economic,0.6309,Political,0.6116,Healthcare and Medicine,0.5975,,conference premier
Sports,0.8249,Business and Economic,0.1571,Political,0.1448,,which league did matias zaldivar of rio grande valley fc toros appear for?
Culture,0.5519,Business and Economic,0.444,Warfare and Conflict,0.4061,928.0,928.0
Culture,0.6142,Business and Economic,0.5052,Science and Technology,0.4481,3131.0,3131.0
Culture,0.7018,Science and Technology,0.5885,Business and Economic,0.5425,24.0,24.0
Culture,0.6146,Business and Economic,0.4818,Science and Technology,0.4754,236.0,236.0
Culture,0.6583,Business and Economic,0.4628,Society,0.4618,2931.0,2931.0
Science and Technology,0.6318,Business and Economic,0.4311,Culture,0.2919,931,931 large-r&d companies perform of r&d at their primary r&d location alone?
Sports,0.8534,Science and Technology,0.0202,Business and Economic,0.0201,,what is the touchdown to interception ratio for brooks?
Sports,0.7293,Business and Economic,0.3208,Culture,0.3182,"zamponi, primera b metropolitana",which club in primera b metropolitana did zamponi join?
Culture,0.6234,Business and Economic,0.4899,Science and Technology,0.4544,1161.0,1161.0
Culture,0.6355,Business and Economic,0.5828,Science and Technology,0.5487,1.0,1.0
Culture,0.6592,Business and Economic,0.5229,Science and Technology,0.4793,1115.0,1115.0
Culture,0.6806,Society,0.5389,Business and Economic,0.5296,173.0,173.0
Sports,0.941,Culture,0.2274,Business and Economic,0.0157,third,how many goals did hill score for norwich city in the third division?
Political,0.9338,Culture,0.7669,Healthcare and Medicine,0.4213,primera,primera b nacional
Media and Entertainment,0.4763,Sports,0.4698,Culture,0.1801,,how many times did guendouzi feature for lorient in ligue 2?
Sports,0.0974,Food and Beverage,0.0152,Warfare and Conflict,0.013,bundesliga,bundesliga
Culture,0.8307,Science and Technology,0.6322,Business and Economic,0.5808,,montreal
Culture,0.8307,Science and Technology,0.6322,Business and Economic,0.5808,,montreal
Political,0.3053,Business and Economic,0.2011,Culture,0.1835,toronto,toronto or vancouver?
Political,0.3053,Business and Economic,0.2011,Culture,0.1835,toronto,toronto or vancouver?
Political,0.4283,Culture,0.3993,Society,0.2209,,population with an immigrant background or population of immigrants?
Political,0.1393,Art,0.0696,Environmental,0.0646,,peropheral municipalities or central municipalities?
Sports,0.7103,Warfare and Conflict,0.0382,Culture,0.0299,,how many rushing attempts did hunt play 13 games with?
Sports,0.525,Culture,0.0058,Art,0.0053,,how many yards did hunt play 13 games with?
Culture,0.6589,Society,0.5214,Science and Technology,0.4984,183.0,183.0
Culture,0.6146,Business and Economic,0.4818,Science and Technology,0.4754,236.0,236.0
Culture,0.5963,Warfare and Conflict,0.4559,Business and Economic,0.4555,423.0,423.0
Culture,0.6798,Business and Economic,0.5549,Art,0.5533,1590.0,1590.0
Culture,0.6738,Science and Technology,0.5319,Business and Economic,0.5198,28.0,28.0
Culture,0.6676,Business and Economic,0.5941,Science and Technology,0.5583,5.0,5.0
Culture,0.685,Society,0.3874,Business and Economic,0.2486,"50% to 70%, less than 50%",neighbourhoods where the demographic weight with an immigrant background is 50% to 70% or neighbourhoods where the demographic weight with an immigrant background is less than 50%?
Culture,0.298,Business and Economic,0.2611,Political,0.2395,toronto,vancouver or toronto?
Culture,0.442,Political,0.3409,Business and Economic,0.2461,toronto,montreal or toronto?
Culture,0.442,Political,0.3409,Business and Economic,0.2461,toronto,montreal or toronto?
Media and Entertainment,0.7824,Culture,0.5841,Society,0.1445,,which album did cetera record a song with cher called after all of ?
Culture,0.6624,Society,0.5106,Science and Technology,0.5102,113.0,113.0
Culture,0.6787,Society,0.5334,Business and Economic,0.5246,65.0,65.0
Culture,0.6508,Business and Economic,0.5237,Science and Technology,0.4818,1128.0,1128.0
Culture,0.7171,Business and Economic,0.6223,Science and Technology,0.6163,4.0,4.0
Culture,0.6531,Society,0.5183,Science and Technology,0.5064,94.0,94.0
Culture,0.679,Business and Economic,0.5518,Society,0.5386,85.0,85.0
Culture,0.6676,Business and Economic,0.5387,Science and Technology,0.5131,86.0,86.0
Culture,0.6761,Business and Economic,0.548,Science and Technology,0.5367,81.0,81.0
Culture,0.6643,Business and Economic,0.5227,Society,0.5058,89.0,89.0
Culture,0.679,Business and Economic,0.5518,Society,0.5386,85.0,85.0
Culture,0.6731,Society,0.5253,Business and Economic,0.5209,73.0,73.0
Society,0.9624,Sports,0.7132,Political,0.5365,,usl pro
Culture,0.6487,Business and Economic,0.5044,Science and Technology,0.4979,187.0,187.0
Sports,0.8865,Media and Entertainment,0.8475,Culture,0.5794,,how many appearances did lonergan make during his career at preston north end?
Culture,0.6715,Business and Economic,0.5311,Science and Technology,0.5006,22737500.0,22737500.0
Culture,0.7322,Business and Economic,0.553,Society,0.5125,22338855.0,22338855.0
Culture,0.9117,Science and Technology,0.7044,Business and Economic,0.6162,japan,japan
Culture,0.7195,Art,0.5347,Business and Economic,0.5204,,14
Sports,0.9424,Business and Economic,0.1031,Culture,0.0348,,how many tackles did kuechly make?
Culture,0.6185,Society,0.5033,Business and Economic,0.2607,,residents of central municipalites or residents of 1st ring peripheral municipalites?
Culture,0.5985,Society,0.5063,Business and Economic,0.2546,,residents of central municipalites or residents of 2nd ring peripheral municipalites?
Culture,0.6812,Business and Economic,0.3357,Political,0.3218,toronto,residents in the montreal or residents in toronto?
Culture,0.429,Business and Economic,0.2844,Political,0.2817,toronto,residents in vancouver or residents in toronto?
Healthcare and Medicine,0.433,Business and Economic,0.4019,Sports,0.2764,,premier league
Culture,0.5615,Business and Economic,0.546,Science and Technology,0.4789,,making a total of?
Culture,0.6703,Business and Economic,0.6366,Science and Technology,0.616,3.0,3.0
Culture,0.6409,Business and Economic,0.6139,Science and Technology,0.578,2.0,2.0
Culture,0.7218,Science and Technology,0.5838,Business and Economic,0.5567,17.0,17.0
Sports,0.9904,Media and Entertainment,0.0287,Culture,0.026,the 2016 season,for the 2016 season of the national women's soccer league (nwsl)?
Sports,0.5198,Art,0.2592,Business and Economic,0.2222,2010-11,which league did he play in the 2010-11 season?
Sports,0.9234,Political,0.6134,Warfare and Conflict,0.4348,,which league did patino participate for buriram united f.c?
Science and Technology,0.1772,Media and Entertainment,0.1625,Healthcare and Medicine,0.0794,,sunbird
Sports,0.9957,Media and Entertainment,0.0474,Culture,0.0326,"new york, mls",which season did henry participate with major league soccer (mls) club new york red bulls?
Culture,0.6854,Science and Technology,0.6074,Business and Economic,0.5792,32.2,32.2
Culture,0.6853,Business and Economic,0.535,Science and Technology,0.5259,116.5,116.5
Business and Economic,0.5506,Healthcare and Medicine,0.4495,Society,0.3636,third,third division
Healthcare and Medicine,0.433,Business and Economic,0.4019,Sports,0.2764,,premier league
Business and Economic,0.5656,Science and Technology,0.5529,Healthcare and Medicine,0.5379,first,first division
Business and Economic,0.4562,Sports,0.2611,Healthcare and Medicine,0.2128,two,league two
Sports,0.569,Political,0.5407,Warfare and Conflict,0.3227,,which league did dzhalilov join fc istiklol?
Science and Technology,0.8856,Business and Economic,0.6037,Culture,0.4505,many million dollars,how many million dollars did u.s.-located companies spend for extramural (purchased and collaborative) research and development performed by domestic and overseas organizations?
Culture,0.6752,Business and Economic,0.5337,Science and Technology,0.5096,25289.0,25289.0
Culture,0.6147,Business and Economic,0.433,Art,0.3959,0.854127,0.854127
Science and Technology,0.9399,Culture,0.5944,Business and Economic,0.4659,,what was the share of extramural r&d expenditures paid for by u.s.-located firms and performed overseas?
Science and Technology,0.9399,Culture,0.5944,Business and Economic,0.4659,,what was the share of extramural r&d expenditures paid for by u.s.-located firms and performed overseas?
Sports,0.8855,Business and Economic,0.4851,Culture,0.0522,kazakhstan,which club in kazakhstan premier league fc did najaryan move to?
Culture,0.6852,Science and Technology,0.5316,Business and Economic,0.5246,35.0,35.0
Culture,0.2005,Warfare and Conflict,0.0739,Media and Entertainment,0.0456,,wycombe wanderers
Warfare and Conflict,0.2886,Political,0.224,Business and Economic,0.1182,,type of perpetrator
Warfare and Conflict,0.4112,Political,0.2783,Culture,0.214,,number of perpetrators
Culture,0.4959,Warfare and Conflict,0.2314,Political,0.2148,,always men
Culture,0.4303,Art,0.3512,Society,0.2666,,junior non-commissioned member
Culture,0.681,Business and Economic,0.5255,Science and Technology,0.5248,91.0,91.0
Culture,0.6847,Business and Economic,0.593,Science and Technology,0.5554,8.0,8.0
Culture,0.6885,Business and Economic,0.6052,Science and Technology,0.5738,6.0,6.0
Culture,0.1863,Society,0.0356,Environmental,0.0239,,female victims
Culture,0.6691,Business and Economic,0.5074,Society,0.4992,66.0,66.0
Culture,0.6844,Science and Technology,0.5712,Business and Economic,0.5618,11.0,11.0
Culture,0.6883,Science and Technology,0.5286,Business and Economic,0.5257,49.0,49.0
Culture,0.6531,Society,0.5183,Science and Technology,0.5064,94.0,94.0
Culture,0.6759,Science and Technology,0.5303,Business and Economic,0.5091,34.0,34.0
Culture,0.6856,Society,0.5961,Business and Economic,0.5639,2013-14,2013-14
Culture,0.6034,Business and Economic,0.482,Science and Technology,0.4545,352.0,352.0
Culture,0.6927,Society,0.5664,Business and Economic,0.5372,1812.0,1812.0
Culture,0.7134,Science and Technology,0.58,Business and Economic,0.5673,44.0,44.0
Media and Entertainment,0.3579,Healthcare and Medicine,0.2869,Warfare and Conflict,0.2776,,malmo ff
Education,0.9916,Science and Technology,0.3618,Religion and Philosophy,0.2167,,estudiantes
Culture,0.6937,Science and Technology,0.635,Society,0.5857,2001.0,2001.0
Warfare and Conflict,0.9198,Political,0.7397,Culture,0.4395,,woking
Culture,0.7474,Society,0.6741,Science and Technology,0.638,1992.0,1992.0
Sports,0.8238,Culture,0.7464,Business and Economic,0.6459,"china, one",china league one
Culture,0.6192,Business and Economic,0.4627,Science and Technology,0.4596,227.0,227.0
Culture,0.6188,Business and Economic,0.4901,Science and Technology,0.4268,3726.0,3726.0
Culture,0.4401,Science and Technology,0.3809,Political,0.2871,,watford
Culture,0.5935,Media and Entertainment,0.2475,Healthcare and Medicine,0.232,,women
Culture,0.6876,Society,0.5428,Science and Technology,0.5049,70.0,70.0
Culture,0.7018,Science and Technology,0.5885,Business and Economic,0.5425,24.0,24.0
Business and Economic,0.6209,Environmental,0.4452,Culture,0.4035,,what was the behaviour most likely to result in negative impacts?
Culture,0.6849,Business and Economic,0.5382,Society,0.5263,,79
Culture,0.6656,Business and Economic,0.532,Society,0.5048,,82
Culture,0.6374,Science and Technology,0.4815,Business and Economic,0.4799,112.0,112.0
Culture,0.625,Science and Technology,0.4382,Healthcare and Medicine,0.4304,119.0,119.0
Culture,0.677,Business and Economic,0.5409,Science and Technology,0.5267,143.0,143.0
Culture,0.3772,Business and Economic,0.2243,Healthcare and Medicine,0.2226,57.85,57.85
Culture,0.6355,Business and Economic,0.5828,Science and Technology,0.5487,1.0,1.0
Science and Technology,0.7513,Culture,0.7438,Society,0.7149,sydney fc,sydney fc
Culture,0.6306,Business and Economic,0.4881,Science and Technology,0.4686,474.0,474.0
Sports,0.878,Environmental,0.8475,Society,0.7719,,alg spor
Culture,0.7538,Warfare and Conflict,0.5061,Art,0.1617,,what is the proportion of regular force members who agreed that inappropriate sexual behaviour is not tolerated in their current unit?
Culture,0.7577,Warfare and Conflict,0.4868,Art,0.1332,,what is the proportion of regular force members who strongly agreed that inappropriate sexual behaviour is not tolerated in their current unit?
Warfare and Conflict,0.563,Culture,0.4385,Art,0.1849,,what is the proportion of regular force members who agreed that complaints are or would be taken seriously in their current unit?
Warfare and Conflict,0.5537,Culture,0.4705,Art,0.2251,,what is the proportion of regular force members who strongly agreed that complaints are or would be taken seriously in their current unit?
Culture,0.6063,Political,0.4711,Society,0.3769,"2018, 2016",2018 or 2016?
Culture,0.6063,Political,0.4711,Society,0.3769,"2018, 2016",2018 or 2016?
Culture,0.7719,Food and Beverage,0.4781,Political,0.2625,,what is the proportion of regular force members who strongly agreed that caf is working hard to create a workplace that prevents inappropriate sexual behaviour?
Culture,0.6506,Business and Economic,0.4894,Healthcare and Medicine,0.4854,,11
Culture,0.6398,Warfare and Conflict,0.4025,Art,0.1508,,what is the percentage of regular force members who trusted their chain of command to effectively deal with inappropriate sexual behaviour?
Culture,0.5197,Warfare and Conflict,0.5177,Society,0.2015,,among which gender was the percentage of regular force members who trusted their chain of command to effectively deal with inappropriate sexual behaviour slightly higher?
Culture,0.6212,Society,0.34,Art,0.2953,,what was the proportion of men who did not trust their chain of command after experiencing sexual or discriminatory behaviour?
Culture,0.6761,Society,0.4015,Art,0.3038,,what was the proportion of women who did not trust their chain of command after experiencing sexual or discriminatory behaviour?
Culture,0.4439,Society,0.3386,Healthcare and Medicine,0.1855,,what was the proportion of men who did not trust their chain of command after being sexually assaulted?
Culture,0.4335,Society,0.2934,Healthcare and Medicine,0.1929,,what was the proportion of women who did not trust their chain of command after being sexually assaulted?
Culture,0.7401,Political,0.4034,Art,0.3323,rocha,rocha
Culture,0.6607,Business and Economic,0.5177,Science and Technology,0.5116,115.0,115.0
Culture,0.7155,Business and Economic,0.5876,Warfare and Conflict,0.5506,385343.0,385343.0
Culture,0.6316,Business and Economic,0.5265,Science and Technology,0.5057,1.7,1.7
Culture,0.7476,Science and Technology,0.6576,Business and Economic,0.6428,4.3,4.3
Education,0.5265,Science and Technology,0.4264,Business and Economic,0.3193,,how many students did it rise to?
Culture,0.7047,Business and Economic,0.608,Science and Technology,0.5997,1.8,1.8
Culture,0.6852,Business and Economic,0.5098,Art,0.4969,147034.0,147034.0
Culture,0.6217,Business and Economic,0.4428,Society,0.4386,0.8,0.8
Culture,0.6616,Science and Technology,0.5449,Business and Economic,0.5448,414384.0,414384.0
Culture,0.596,Business and Economic,0.4198,Society,0.3794,0.738102,0.738102
Culture,0.6045,Business and Economic,0.4278,Science and Technology,0.3834,0.432027,0.432027
Sports,0.9242,Media and Entertainment,0.1484,Culture,0.096,,how many goals did macdonald score in total?
Environmental,0.8931,Culture,0.087,Business and Economic,0.0164,nottingham,nottingham forest
Culture,0.5812,Business and Economic,0.4692,Society,0.4128,979,979
Culture,0.5935,Media and Entertainment,0.2475,Healthcare and Medicine,0.232,,women
Culture,0.5624,Society,0.3859,Education,0.3851,75 or older or 65 to 74,75 or older or 65 to 74?
Culture,0.6054,Business and Economic,0.5401,Political,0.3077,west bromwich,west bromwich albion
Culture,0.7171,Business and Economic,0.6223,Science and Technology,0.6163,4.0,4.0
Culture,0.6839,Science and Technology,0.5138,Society,0.5123,29.0,29.0
Science and Technology,0.643,Sports,0.5526,Culture,0.2529,bristol,bristol rovers
Culture,0.6103,Business and Economic,0.45,Warfare and Conflict,0.4369,0.521,0.521
Culture,0.5871,Business and Economic,0.4737,Science and Technology,0.4651,412.0,412.0
Media and Entertainment,0.696,Culture,0.6396,Society,0.5464,sean,sean mcvay
Culture,0.7442,Business and Economic,0.6373,Science and Technology,0.6161,139.2,139.2
Culture,0.7113,Science and Technology,0.5712,Business and Economic,0.556,10.6,10.6
Culture,0.6657,Science and Technology,0.5386,Business and Economic,0.5205,128.6,128.6
Society,0.0372,Political,0.0347,Culture,0.0319,000,000 among people in long-term care facilities?
Sports,0.9973,Political,0.071,Warfare and Conflict,0.029,pittsburgh,pittsburgh riverhounds sc
Political,0.2983,Culture,0.2649,Environmental,0.1977,,fk suduva
Culture,0.7058,Science and Technology,0.528,Business and Economic,0.5245,18.4,18.4 t
Healthcare and Medicine,0.3557,Society,0.1885,Culture,0.034,,how many people reported that epilepsy did not affect their life at all?
Culture,0.665,Science and Technology,0.5047,Business and Economic,0.4952,43.6,43.6
Culture,0.732,Science and Technology,0.5812,Business and Economic,0.5663,17.6,17.6
Culture,0.7475,Science and Technology,0.6197,Business and Economic,0.6039,39.3,39.3
Culture,0.7088,Science and Technology,0.5959,Business and Economic,0.5393,24.9,24.9
Culture,0.6945,Science and Technology,0.5539,Business and Economic,0.539,18.7,18.7
Culture,0.7521,Business and Economic,0.672,Science and Technology,0.6593,15.1,15.1
Culture,0.737,Business and Economic,0.6111,Science and Technology,0.5962,8.4,8.4
Culture,0.6891,Science and Technology,0.518,Business and Economic,0.5098,63.6,63.6
Culture,0.7262,Science and Technology,0.5777,Business and Economic,0.5585,60.6,60.6
Culture,0.6915,Science and Technology,0.549,Business and Economic,0.5459,28.6,28.6
Culture,0.7136,Business and Economic,0.5491,Society,0.545,66.5,66.5
Culture,0.6611,Society,0.4957,Science and Technology,0.4832,,25
Culture,0.7029,Business and Economic,0.5848,Science and Technology,0.5355,8.5,8.5
Culture,0.683,Business and Economic,0.4962,Science and Technology,0.4913,,21
Culture,0.7135,Science and Technology,0.5964,Business and Economic,0.5735,22.6,22.6
Culture,0.7316,Society,0.572,Science and Technology,0.5571,50.4,50.4
Culture,0.7474,Science and Technology,0.6562,Business and Economic,0.6213,40.3,40.3
Culture,0.731,Science and Technology,0.6542,Business and Economic,0.6335,9.3,9.3
Healthcare and Medicine,0.0978,Society,0.0263,Culture,0.0021,,how many people reported that this was because of epilepsy?
Society,0.0995,Business and Economic,0.0303,Culture,0.0204,,how many people claimed that this was because of retirement.
Business and Economic,0.2862,Society,0.2618,Culture,0.1858,,how many household residents reported this was because of other circumstances.
Healthcare and Medicine,0.5572,Society,0.2277,Media and Entertainment,0.1184,,how many said that they had had epilepsy when they worked in the past?
Healthcare and Medicine,0.517,Business and Economic,0.4653,Culture,0.4217,,how many had made changes as a result of the condition?
Culture,0.6876,Society,0.5428,Science and Technology,0.5049,70.0,70.0
Culture,0.5001,Business and Economic,0.4487,Science and Technology,0.3917,962.0,962.0
Culture,0.521,Warfare and Conflict,0.4397,Business and Economic,0.4367,61220,61220
Culture,0.565,Business and Economic,0.4422,Warfare and Conflict,0.3763,26800,26800
Culture,0.5241,Warfare and Conflict,0.4205,Business and Economic,0.4035,34420,34420
Culture,0.5815,Business and Economic,0.4657,Warfare and Conflict,0.4171,2510285,2510285
Culture,0.6057,Business and Economic,0.4608,Warfare and Conflict,0.4292,1261510,1261510
Culture,0.6746,Business and Economic,0.5012,Warfare and Conflict,0.4788,1248775,1248775
Warfare and Conflict,0.0722,Healthcare and Medicine,0.0634,Culture,0.0552,first,non-aboriginial or first nations?
Culture,0.1002,Warfare and Conflict,0.0477,Healthcare and Medicine,0.0231,first,non-aboriginal or first nations?
Culture,0.1002,Warfare and Conflict,0.0477,Healthcare and Medicine,0.0231,first,non-aboriginal or first nations?
