Top 1 Topic,Top 1 Score,Top 2 Topic,Top 2 Score,Top 3 Topic,Top 3 Score,Entities,Original Question
Culture,0.7372,Society,0.6573,Science and Technology,0.6438,1997\,In 1997\
Media and Entertainment,0.9588,Culture,0.209,Business and Economic,0.0339,"the United States, Epic Records, Ciara, November 13\",Epic Records serviced Got Me Good (Ciara song) to rhythmic radio in the United States on November 13\
Culture,0.4864,Sports,0.4708,Media and Entertainment,0.3387,589,589 spectators\
Culture,0.7735,Art,0.636,Business and Economic,0.601,83001-015,numbered 83001-015.
Culture,0.7603,Society,0.6449,Science and Technology,0.5352,23 June 2012\,On 23 June 2012\
Political,0.75,Culture,0.5312,Society,0.3318,"Maryland, Alf Landon, 37.04%, 1936, United States, Franklin D. Roosevelt, 62.35%",The 1936 United States presidential election in Maryland was won by Franklin D. Roosevelt with 62.35% of the vote against Alf Landon with 37.04% of the vote.
Political,0.6634,Society,0.1832,Culture,0.1161,"94.6%, 1999, Latvian, 25.1%",A large majority (94.6%) voted in the 1999 Latvian pensions referendum and voter turnout was 25.1%.
Sports,0.9509,Culture,0.2796,Society,0.1526,"Marisa Barros, sixth",Marisa Barros placed sixth in the marathon\
Media and Entertainment,0.9885,Warfare and Conflict,0.4265,Culture,0.0168,"Bernie Roberts\, Soldier Soldier, third",Ayola starred in the third series of Soldier Soldier as Bernie Roberts\
Political,0.7481,Culture,0.673,Business and Economic,0.3063,"Jean-Baptiste, Baron Nothomb",succeeding Jean-Baptiste and Baron Nothomb.
Media and Entertainment,0.9935,Culture,0.0564,Education,0.0094,"2018, English, Into The Night Fever",In2It released Into The Night Fever featuring Sorry For My English in 2018.
Sports,0.9731,Culture,0.4007,Media and Entertainment,0.3023,"1987, The West Coast Eagles, first, Subiaco, Richmond",The West Coast Eagles first match at Subiaco against Richmond in 1987 was played before a crowd of 23\
Culture,0.7083,Science and Technology,0.6445,Society,0.5452,312,to 312 MB/s of UHS-II bus.
Media and Entertainment,0.9401,Culture,0.1916,Art,0.1412,"2012, Best New Actor, Arang, Magistrate, Yeon Woo-jin's",Yeon Woo-jin's role in Arang and the Magistrate (2012) earned him a nomination for Best New Actor.
Media and Entertainment,0.9787,Healthcare and Medicine,0.3815,Political,0.3083,"Sierra Entertainment, Mad Doc Software",Sierra Entertainment announced that Mad Doc Software was developed\
Media and Entertainment,0.9153,Culture,0.2351,Art,0.201,"PÖFF Festival for A Quiet Heart, the Best Actress, Bukstein",Bukstein won the Best Actress award in PÖFF Festival for A Quiet Heart.
Political,0.9811,Culture,0.1603,Society,0.1238,,and what party is that person in?
Sports,0.9825,Culture,0.6779,Science and Technology,0.2805,"1984, Los Angeles, Olympics, Thierry Vigneron",Thierry Vigneron took the bronze medal in the 1984 Olympics in Los Angeles.
Culture,0.8054,Science and Technology,0.6566,Media and Entertainment,0.5347,R. Kannan,which was directed by R. Kannan.
Sports,0.6629,Culture,0.1297,Media and Entertainment,0.0389,"2010, Pablo Huffaker, Charlie Pauken, Freestyle Championship, Monster Mutt, 2007",Pablo Huffaker won the 2007 Freestyle Championship driving Captain's Curse and Charlie Pauken won in 2010 driving Monster Mutt.
Media and Entertainment,0.9254,Art,0.4157,Culture,0.297,Davina Oriakhi,Davina Oriakhi released singles the Silence (Father Have Mercy)\
Culture,0.727,Science and Technology,0.6616,Society,0.6267,2011\,In 2011\
Culture,0.6749,Science and Technology,0.6326,Society,0.6037,2017\,In 2017\
Sports,0.9185,Culture,0.846,Society,0.6578,1987,and returned to win a silver medal at the 1987 edition.
Culture,0.8794,Political,0.8592,Education,0.7071,"David Allaire, 51.85%, Christopher Louras",David Allaire defeated incumbent Christopher Louras with 51.85% of the vote.
Sports,0.9906,Culture,0.7681,Media and Entertainment,0.3237,"548, Charlton Athletic, 8 November, Colchester",Colchester hosted Charlton Athletic on 8 November in front of a crowd of 548.
Media and Entertainment,0.9321,Culture,0.4505,Political,0.0841,"1992, The Final Sacrifice, Children, Dimension Films, 1995",Children of the Corn II: The Final Sacrifice (1992) and Children of the Corn III: Urban Harvest (1995) were released by Dimension Films.
Sports,0.9278,Society,0.436,Culture,0.4175,three,scoring three goals\
Media and Entertainment,0.9931,Warfare and Conflict,0.098,Culture,0.0118,"Deadpool 2, 2018",in 2018's Deadpool 2.
Media and Entertainment,0.3876,Warfare and Conflict,0.0241,Art,0.0234,"The Masque of the Red Death, Nicolas Roeg",Nicolas Roeg served as the cinematographer on The Masque of the Red Death.
Sports,0.9073,Culture,0.2498,Warfare and Conflict,0.1145,"Osamu Hirose, 326, 17 seasons",Osamu Hirose played 326 matches and scored 31 goals in 17 seasons.
Political,0.6218,Culture,0.4743,Healthcare and Medicine,0.4674,"Congress, 1556, June 6\, 110th",The 110th Congress introduced the bills S. 1556 on June 6\
Media and Entertainment,0.9086,Culture,0.1958,Warfare and Conflict,0.1702,"Meet Bros, 2015",in collaboration with Meet Bros in 2015.
Culture,0.7268,Science and Technology,0.669,Society,0.6447,2015\,In 2015\
Culture,0.6695,Science and Technology,0.6464,Society,0.6049,2018\,In 2018\
Media and Entertainment,0.9851,Culture,0.1809,Society,0.093,"Jeong Yak-yong, Park Jae-jung, Joseon Mystery Detective, 2008, You Are My Destiny, 2009",Park Jae-jung played the roles in the television series You Are My Destiny in 2008 and Joseon Mystery Detective Jeong Yak-yong in 2009.
Media and Entertainment,0.9791,Culture,0.1598,Political,0.1331,"Sharlto Copley, 2014",Sharlto Copley starred as King Stefan in the 2014 film Maleficent.
Sports,0.8781,Culture,0.785,Warfare and Conflict,0.2666,"Dayton, 437–275",Donoher is Dayton's coach with a 437–275 record.
Culture,0.7662,Education,0.6254,Political,0.6035,"10th, Brigham Young University-Hawaii (BYU-Hawaii, John Sears Tanner",John Sears Tanner is the 10th and current President of Brigham Young University-Hawaii (BYU-Hawaii).
Sports,0.8978,Warfare and Conflict,0.0304,Art,0.0183,"182, La Liga, seven seasons",amassing La Liga totals of 182 matches and 23 goals during seven seasons.
Culture,0.4267,Warfare and Conflict,0.1862,Art,0.1439,"Jews, 1.13%, 1.33%",The Bulgars (1.33%) and the Jews of Salonica (1.13%) are ethnic groups of the Second Hellenic Republic.
Media and Entertainment,0.9871,Culture,0.056,Art,0.031,"Beauty and the Beast\, Gaston",Evans starred as Gaston in Beauty and the Beast\
Sports,0.8261,Culture,0.7972,Business and Economic,0.2689,"213, Boise State, Dye, his 12 seasons",Dye had 213-133 record in his 12 seasons with Boise State.
Political,0.9402,Society,0.2228,Culture,0.0739,"Nigerian, the Northern People's Congress\, 1959",The 1959 Nigerian general election result was a victory for the Northern People's Congress\
Political,0.9877,Art,0.0117,Culture,0.0042,The Constitutional Union Party\,The Constitutional Union Party\
Political,0.5711,Culture,0.4646,Science and Technology,0.3417,Bridgen,Bridgen's majority was 7\
Media and Entertainment,0.4819,Culture,0.038,Political,0.0043,"the U.S. Billboard Hot, Mainstream Rock, 1986, 100",Say It Isn't So reached number 18 on the Mainstream Rock chart and Your Love reached number 6 on the U.S. Billboard Hot 100 in 1986.
Media and Entertainment,0.9483,Food and Beverage,0.0749,Art,0.061,"2014, Glass, Gooey, Zaba",The Glass Animals band performed the single Gooey in 2014 from the album Zaba.
Sports,0.8646,Culture,0.2501,Warfare and Conflict,0.1346,"Jamie Bates, 526, Brentford",Jamie Bates made 526 appearances and scored 24 goals for Brentford.
Sports,0.6431,Media and Entertainment,0.3416,Culture,0.3018,"Harry Littlehales, 173",Harry Littlehales made 173 appearances for Tranmere\
Culture,0.72,Science and Technology,0.6451,Society,0.6415,2013\,In 2013\
Political,0.2579,Culture,0.0655,Environmental,0.0489,"Clean and Jerk\, 1992",In the 1992 Clean and Jerk\
Media and Entertainment,0.9791,Art,0.2441,Warfare and Conflict,0.0772,"Chris Pérez, Seda",Seda portrayed Chris Pérez in Selena\
Sports,0.8679,Culture,0.5931,Science and Technology,0.2974,2010,At the 2010 Commonwealth Games\
Culture,0.7191,Science and Technology,0.6563,Society,0.6117,2014\,In 2014\
Media and Entertainment,0.9669,Art,0.0577,Political,0.0433,"first, Scared, Scared and Kiss",followed by her first album Scared and the singles Scared and Kiss.
Culture,0.6892,Science and Technology,0.6083,Society,0.6052,2003\,In 2003\
Media and Entertainment,0.9777,Society,0.4159,Warfare and Conflict,0.2096,"2012, Kim Hyung-jun",Kim Hyung-jun appeared in the 2012 drama\
Political,0.9387,Art,0.4935,Culture,0.3479,"Indian National Congress, Nabin Chandra Madkami, Biju Janata Dal, Mukunda Sodi",Biju Janata Dal candidate Mukunda Sodi defeated Indian National Congress candidate Nabin Chandra Madkami by a margin of 10\
Culture,0.6802,Science and Technology,0.5358,Media and Entertainment,0.4983,342,342 votes\
Sports,0.9004,Culture,0.1833,Business and Economic,0.053,"8.5 yards, 272 yards, Bishop Sankey",Bishop Sankey made 32 receptions for 272 yards (8.5 yards per catch).
Sports,0.9861,Culture,0.5077,Society,0.2019,"Slovenia, World Championships, 1500, 2009, Roman",Sonja Roman represented Slovenia in the 1500 m at the 2009 World Championships.
Culture,0.6725,Society,0.5803,Science and Technology,0.5797,419 kg,with a total of 419 kg.
Sports,0.9901,Society,0.0707,Culture,0.0562,"Spencer, 2009",Spencer won a silver medal at the 2009 World Athletics Final\
Sports,0.9891,Culture,0.2032,Society,0.0696,"5000, Saif Saaeed Shaheen, the 2006 World Cup",Saif Saaeed Shaheen completed a 5000 m at the 2006 World Cup.
Media and Entertainment,0.9503,Culture,0.0485,Art,0.0212,"2017\, Happy Endings",Old Dominion's album Happy Endings was released in 2017\
Culture,0.7733,Society,0.5735,Education,0.4958,"8 to 21 February 1995, 21 December 1996 to 27 November 1997",from 8 to 21 February 1995 and again from 21 December 1996 to 27 November 1997.
Warfare and Conflict,0.4268,Culture,0.299,Society,0.2439,"GRT, 130",130 gross register tons (GRT) and damaged one ship of 5\
Society,0.207,Culture,0.0523,Warfare and Conflict,0.0451,League One,In the 2018–19 League One season\
Political,0.8907,Culture,0.6074,Art,0.4578,"Mizoram, Ṭhenphunga Sailo",Ṭhenphunga Sailo was twice the Chief Minister of Mizoram.
Sports,0.8072,Culture,0.1646,Society,0.1461,"six seasons, 185",where he made 185 appearances and scored 38 goals across six seasons.
Culture,0.6828,Society,0.2717,Political,0.1469,"2001, Wrangle Civil Parish",The population of Wrangle Civil Parish in 2001 was 1\
Sports,0.9783,Food and Beverage,0.0237,Culture,0.0023,1998,In 1998 Olympics\
Culture,0.7651,Society,0.6358,Science and Technology,0.5542,15 October 2013\,On 15 October 2013\
Political,0.9721,Culture,0.6927,Society,0.5951,"Eleanor Kirby-Green, the UK Independence Party, 179, Conservatives",The seat was held for the Conservatives by Eleanor Kirby-Green with a majority of 179 votes over the UK Independence Party.
Sports,0.5025,Culture,0.4594,Society,0.2349,"Callum Burton, League One, Shrewsbury Town",Callum Burton made his Shrewsbury Town and League debut in the 2015–16 League One season.
Media and Entertainment,0.8978,Culture,0.4684,Society,0.406,"the Writers Guild of America, WGA, Teleplay\, 2008, Edgar Award, 2007",Mills won the Writers Guild of America (WGA) Award for Best Dramatic Series at the 2008 ceremony and the 2007 Edgar Award for Best Television Feature/Mini-Series Teleplay\
Media and Entertainment,0.4463,Culture,0.1764,Art,0.1176,"Juneau, Friend",the Neck Deep contributed covers were Funeral for a Friend's Juneau and Blink-182's Don't Tell Me It's Over.
Political,0.9651,Society,0.6169,Culture,0.6011,"John Stevenson, 2010, the Conservative Party",and has been held by John Stevenson of the Conservative Party since the 2010 election.
Media and Entertainment,0.9627,Culture,0.1249,Art,0.0134,"Felix Aylmer, Merlin, Knights of the Round Table, 1953",Felix Aylmer played as Merlin in Knights of the Round Table (1953).
Media and Entertainment,0.9426,Culture,0.0707,Art,0.0296,Fine Young Cannibals,Fine Young Cannibals released the singles She Drives Me Crazy\
Media and Entertainment,0.9642,Culture,0.6177,Society,0.1729,"Kim Ok-vin, the Blue Dragon Film Awards, Baeksang Arts Awards for Voice, Best New Actress",Kim Ok-vin was nominated for Best New Actress at both the Blue Dragon Film Awards and Baeksang Arts Awards for Voice.
Culture,0.7191,Science and Technology,0.6563,Society,0.6117,2014\,In 2014\
Sports,0.9067,Culture,0.3175,Business and Economic,0.258,"Rolex, 6239, 6241\",Rolex Daytona´s 6239 were succeeded by the 6241\
Political,0.93,Culture,0.3809,Business and Economic,0.325,"Illinois, 1982, Thompson",Thompson prevailed in the 1982 Illinois gubernatorial election by a 5\
Political,0.6087,Media and Entertainment,0.5323,Warfare and Conflict,0.4236,"Richard Thompson\, Leland Orser",Leland Orser played Richard Thompson\
Culture,0.6695,Science and Technology,0.6464,Society,0.6049,2018\,In 2018\
Culture,0.7191,Science and Technology,0.6563,Society,0.6117,2014\,In 2014\
Sports,0.8808,Culture,0.4382,Warfare and Conflict,0.1101,18 seasons,In his 18 seasons with the Golden Bears\
Culture,0.7145,Science and Technology,0.6247,Society,0.6095,2006\,In 2006\
Media and Entertainment,0.9818,Culture,0.6265,Art,0.3287,"Vidya Balan, Best Actor, Best Dialogue, Girish Kulkarni, The Dirty Picture, the Best Actress, Bollywood",Girish Kulkarni won the awards for Best Actor and Best Dialogue and the Bollywood actress Vidya Balan won the Best Actress award for The Dirty Picture.
Culture,0.4667,Art,0.4214,Media and Entertainment,0.1889,Best Composer,Best Composer and Best Lyricist for Blue and White Porcelain.
Media and Entertainment,0.9731,Culture,0.2005,Warfare and Conflict,0.1934,"Outstanding Guest Actress, Leftovers, Dowd",Dowd received a Primetime Emmy Award nomination for Outstanding Guest Actress in a Drama Series for The Leftovers.
Warfare and Conflict,0.0463,Culture,0.0447,Political,0.0288,"the September 11\, Manhattan, Cortlandt Street",Cortlandt Street stations were closed in Manhattan in the aftermath of the September 11\
Culture,0.7471,Science and Technology,0.6572,Society,0.6362,2010\,In 2010\
Sports,0.9711,Media and Entertainment,0.8599,Culture,0.191,"BBC Three, James, Greatest London 2012",James presented 50 Greatest London 2012 Olympics Moments on BBC Three.
Sports,0.7063,Culture,0.0702,Warfare and Conflict,0.0351,"Chelsea, 164",Tambling scored 164 goals in the league with Chelsea.
Sports,0.8666,Culture,0.4154,Warfare and Conflict,0.1781,"First Division, four, Cardiff City, Smith",Smith played four First Division games for Cardiff City.
Media and Entertainment,0.9878,Warfare and Conflict,0.6818,Culture,0.2418,"Justice League, Slade Wilson / Deathstroke, 2017",Manganiello was cast as Slade Wilson / Deathstroke in 2017's Justice League.
Sports,0.9834,Culture,0.1737,Society,0.1269,"Joshua Grommen, Philippines Football League, 2018",Joshua Grommen played for the Davao Aguilas during the 2018 Philippines Football League season.
Culture,0.6821,Society,0.5643,Business and Economic,0.5599,37.3%,with a 37.3% turnout.
Culture,0.7248,Political,0.6188,Society,0.5788,"William Lea Chambers, 1897",and William Lea Chambers from 1897 to 1899.
Sports,0.9478,Art,0.8555,Culture,0.4177,"Pro League, Arman Ramezani",Arman Ramezani played for Malavan in 2013–14 Pro League.
Media and Entertainment,0.9403,Culture,0.3285,Warfare and Conflict,0.1972,"Dakota Goyo, Dark Skies, Jesse Barrett, 2011, Real Steel, 2013, Max Kenton",Dakota Goyo is known for playing Max Kenton in the film Real Steel (2011) and Jesse Barrett in the film Dark Skies (2013).
Culture,0.7581,Society,0.6146,Science and Technology,0.5256,9 June 2014\,On 9 June 2014\
Culture,0.19,Business and Economic,0.1754,Warfare and Conflict,0.17,"Colombia, since 1979, Torre Colpatria",it became taller than Torre Colpatria which held the title of the tallest building in Colombia since 1979.
Culture,0.6026,Science and Technology,0.365,Sports,0.3273,"Dish Network, 51 and 8624",and is also available through Dish Network on channels 51 and 8624.
Sports,0.657,Business and Economic,0.0681,Culture,0.0632,"Tottenham Hotspur, Luka Modrić",Luka Modrić joined Premier League club Tottenham Hotspur.
Media and Entertainment,0.8168,Art,0.1485,Political,0.0036,"The Last Starfighter, 1984",The Last Starfighter (1984).
Media and Entertainment,0.9804,Political,0.6287,Culture,0.2675,"Choi Hee-seo, Fumiko Kaneko, Anarchist from Colony, 2017",Choi Hee-seo portraying as Fumiko Kaneko in the 2017 film Anarchist from Colony.
Sports,0.3454,Warfare and Conflict,0.1051,Culture,0.0472,La Liga,Barnes played in La Liga with Real Betis and had 27 appearances\
Culture,0.7268,Science and Technology,0.669,Society,0.6447,2015\,In 2015\
Culture,0.6995,Society,0.6303,Science and Technology,0.6271,2016\,In 2016\
Sports,0.9451,Culture,0.7384,Art,0.4482,"115, 2 March 2019, Barcelona, Real Madrid's",Barcelona leads the head-to-head results in competitive matches with 96 wins to Real Madrid's 95; Barcelona also leads in total matches with 115 wins to Real Madrid's 99 as of match played on 2 March 2019.
Sports,0.9449,Culture,0.3495,Warfare and Conflict,0.2283,"Kenichi Shimokawa, the J1 League",Kenichi Shimokawa appeared in the J1 League for Yokohama F. Marinos.
Sports,0.7544,Culture,0.2995,Education,0.1539,"Mississippi Normal, 1920, one season",for one season with Mississippi Normal in 1920.
Media and Entertainment,0.6908,Political,0.6716,Healthcare and Medicine,0.3213,Sean Meredith,as Sean Meredith.
Media and Entertainment,0.8507,Art,0.291,Culture,0.2314,"Theoni V. Aldredge, Tony",Theoni V. Aldredge was nominated for the Tony Award\
Sports,0.6579,Culture,0.5919,Society,0.4738,2005–06 season\,In 2005–06 season\
Sports,0.9025,Culture,0.6474,Society,0.2735,"Sébastien Bassong, the 2016–17 Championship season, Norwich City",Sébastien Bassong played the 2016–17 Championship season at Norwich City.
Culture,0.7372,Society,0.6573,Science and Technology,0.6438,1997\,In 1997\
Media and Entertainment,0.9531,Culture,0.113,Warfare and Conflict,0.0243,"2014, Phendula, Metro FM Music Awards",Phendula was nominated for Best African Pop Album at the 2014 Metro FM Music Awards.
Sports,0.09,Warfare and Conflict,0.0751,Food and Beverage,0.0463,FIFA,according to FIFA rules).
Sports,0.9863,Culture,0.2247,Warfare and Conflict,0.136,"Matheus Thuler, Flamengo, Série",Matheus Thuler joined Flamengo in Série A.
Media and Entertainment,0.6881,Society,0.4176,Culture,0.0023,Dance/Electronica,Best Dance/Electronica Album and Best Engineered Album\
Media and Entertainment,0.981,Culture,0.4084,Art,0.0053,"James, ARIA, Lover",James' Just a Lover received an ARIA nomination for Best Dance Release.
Culture,0.5467,Society,0.4544,Art,0.4417,"108, 109, 127, 95 kW, 129, 80 kW",109 PS (80 kW; 108 hp) and 129 PS (95 kW; 127 hp)\
Media and Entertainment,0.9736,Culture,0.4383,Art,0.3281,"Monetta, Valentina Monetta, 2013, Crisalide (Vola",In 2013 Monetta released album La storia di Valentina Monetta which included Crisalide (Vola).
Media and Entertainment,0.9482,Political,0.0982,Culture,0.0775,"Oakes Fegley, Young Judd Altman",Oakes Fegley played as Young Judd Altman in the film This Is Where I Leave You.
Media and Entertainment,0.9801,Warfare and Conflict,0.0584,Culture,0.0263,"Kentaro Sakaguchi, Ichikawa Manabu, NTV",Kentaro Sakaguchi appeared in television as Ichikawa Manabu for the NTV's Yokokuhan: The Pain.
Sports,0.7111,Culture,0.5089,Media and Entertainment,0.4279,"1959, Port Vale, 349, Harry Oscroft",Harry Oscroft made 349 appearances before he was traded to Port Vale in 1959.
Environmental,0.5257,Culture,0.1403,Business and Economic,0.1358,2010,and the Ojamaa underground mine in 2010.
Culture,0.7471,Science and Technology,0.6572,Society,0.6362,2010\,In 2010\
Sports,0.9719,Culture,0.7455,Art,0.4086,"the World Championships, Nikoleta Kyriakopoulou",Nikoleta Kyriakopoulou won the bronze medal at the World Championships in Beijing\
Political,0.7786,Culture,0.6586,Business and Economic,0.4202,"219, Labour",219 votes over Labour.
Sports,0.4757,Art,0.248,Culture,0.2411,"5–1, Zrinjski, Braga, first, Vaduz, UEFA Cup",Zrinjski had a 5–1 aggregate over Vaduz in the first qualifying round of the UEFA Cup but lost 3–0 to Braga the next round.
Education,0.4917,Sports,0.4755,Culture,0.3002,"Debbie Marti, 1.86",Debbie Marti qualified with 1.86 m.
Media and Entertainment,0.8809,Science and Technology,0.2532,Art,0.2258,Second,The Second Mini Album was released with the title track A-ing.
Sports,0.7177,Culture,0.5056,Business and Economic,0.2452,"Brentford, 559, Ken Coote",Ken Coote made 559 appearances for the Brentford.
Sports,0.986,Culture,0.2688,Society,0.1118,"Gary Lough, 1500",Gary Lough won 1500 m bronze medals internationally\
Sports,0.8482,Warfare and Conflict,0.1863,Art,0.0824,"Primera División, Belgrano",Zárate played in Primera División side Belgrano.
Culture,0.645,Society,0.4438,Art,0.3241,54 kg,and weighs 54 kg (119 lb).
Sports,0.1616,Warfare and Conflict,0.0237,Culture,0.0179,"126, Dávid Škutka",Dávid Škutka netted 28 goals in 126 overall League matches\
Culture,0.7662,Science and Technology,0.626,Business and Economic,0.6022,116,116 votes.
Media and Entertainment,0.9462,Culture,0.4177,Society,0.2782,"Warner Bros, Gibbs",Gibbs switched to Warner Bros and recorded her album\
Political,0.8695,Culture,0.6876,Society,0.5498,"54.61%, Stephen A. Douglas",with 54.61% of the popular vote against Senator Stephen A. Douglas (D)\
Media and Entertainment,0.9835,Culture,0.0764,Political,0.0612,"2014, Home, Africa Movie Academy Awards",A Mile from Home won award at the 2014 Africa Movie Academy Awards.
Culture,0.6695,Science and Technology,0.6464,Society,0.6049,2018\,In 2018\
Sports,0.5739,Science and Technology,0.2573,Media and Entertainment,0.256,Bradbury,In Bradbury's season\
Sports,0.9677,Science and Technology,0.1786,Healthcare and Medicine,0.1392,"1987, Championships\",In the 1987 World Championships\
Sports,0.2448,Science and Technology,0.1896,Healthcare and Medicine,0.1274,,Kimi Räikkönen\
Media and Entertainment,0.9593,Society,0.1536,Culture,0.1337,"Sex & Drugs & Rock & Roll as Chaz Jankel, Bruce Pearson, Cemetery Junction, Tom Hughes",Tom Hughes appeared in Sex & Drugs & Rock & Roll as Chaz Jankel and as Bruce Pearson in Cemetery Junction.
Society,0.2895,Culture,0.2118,Warfare and Conflict,0.0356,"056, Gaelic, 2011",056 people in 2011 reported having some ability with Gaelic.
Media and Entertainment,0.8924,Society,0.255,Warfare and Conflict,0.1777,"Ram Gopal Varma's, 2009, Bollywood, Nithiin",Nithiin made his Bollywood debut with Ram Gopal Varma's Agyaat in 2009.
Culture,0.6986,Society,0.5701,Business and Economic,0.5552,93.1%,with a 93.1% turnout.
Culture,0.8142,Sports,0.7979,Science and Technology,0.7814,1991,USA in 1991.
Sports,0.5623,Culture,0.2747,Society,0.1605,"Andy Jones, Third Division Bournemouth",Andy Jones joined to Third Division Bournemouth.
Culture,0.6695,Science and Technology,0.6464,Society,0.6049,2018\,In 2018\
Media and Entertainment,0.9803,Culture,0.0697,Art,0.0037,"Patina Miller, the Tony Award for Best Actress",Patina Miller won the Tony Award for Best Actress in a Musical for Pippin.
Culture,0.7927,Society,0.7104,Science and Technology,0.6891,1991,1991.
Political,0.9787,Culture,0.5213,Society,0.3704,Democratic,Democratic nominee\
Culture,0.727,Science and Technology,0.6616,Society,0.6267,2011\,In 2011\
Culture,0.6695,Science and Technology,0.6464,Society,0.6049,2018\,In 2018\
Culture,0.7471,Science and Technology,0.6572,Society,0.6362,2010\,In 2010\
Culture,0.72,Science and Technology,0.6451,Society,0.6415,2013\,In 2013\
Media and Entertainment,0.9706,Political,0.0866,Culture,0.0847,"Henry Lowe, The Great Debaters, Parker",Parker played the role of Henry Lowe in the film The Great Debaters.
Media and Entertainment,0.3233,Warfare and Conflict,0.0336,Business and Economic,0.0311,Wuffa,named after Wuffa.
Media and Entertainment,0.7791,Warfare and Conflict,0.1428,Society,0.0739,,The album\
Art,0.8133,Media and Entertainment,0.1783,Culture,0.0128,"Oliver Twist, Artful Dodger",and as Artful Dodger in Oliver Twist.
Political,0.9434,Culture,0.7636,Society,0.5729,"Brian Sedgemore, the Labour Party",when he was defeated by the Labour Party candidate Brian Sedgemore.
Culture,0.4915,Society,0.2876,Media and Entertainment,0.2537,two,and what two formats was it released on?
Culture,0.5955,Business and Economic,0.4417,Society,0.4085,"53.7%, 44.6%",53.7% to 44.6%.
Media and Entertainment,0.9902,Political,0.1021,Culture,0.0051,"Award, Miami",an Emmy Award for Miami Vice\
Political,0.78,Culture,0.718,Society,0.5683,73.3%,The proposal was rejected by 73.3% of voters\
Sports,0.9737,Culture,0.3793,Science and Technology,0.2882,"2010, Asian Junior Championships, Mutaz Essa Barshim",Mutaz Essa Barshim won title at the 2010 Asian Junior Championships.
Media and Entertainment,0.8283,Culture,0.0723,Art,0.0635,"the Academy Award for Best Supporting Actress, Fat City, Susan Tyrrell",Susan Tyrrell was nominated for the Academy Award for Best Supporting Actress for her performance in Fat City.
Media and Entertainment,0.987,Culture,0.6653,Society,0.1441,"Deepika, Rishton Ka Mela",Mehta palyed in Rishton Ka Mela as Deepika.
Culture,0.3291,Religion and Philosophy,0.2397,Warfare and Conflict,0.0464,"Nidaros, Vår Frue",Nidaros cathedral is part of the Nidaros og Vår Frue parish in Nidaros.
Sports,0.9623,Culture,0.3771,Warfare and Conflict,0.3308,"Nobuhiro, the J1 League for Verdy Kawasaki",Nobuhiro Takeda played in the J1 League for Verdy Kawasaki.
Culture,0.5075,Society,0.3937,Science and Technology,0.3256,"68191, 1959",followed by 68191 in 1959.
Warfare and Conflict,0.2646,Culture,0.1838,Science and Technology,0.1255,two,Each unit was formed by two vehicles\
Media and Entertainment,0.9866,Culture,0.0722,Society,0.032,"All Together Now, Lorraine Kelly, Rob Beckett, BBC One, Wedding Day Winners",Rob Beckett presented Wedding Day Winners with Lorraine Kelly and All Together Now for BBC One.
Political,0.946,Art,0.5841,Society,0.3708,"Kumar Harichandan, Biju Janata Dal, Indian National Congress, Umakanta Samantray",Indian National Congress candidate Prasad Kumar Harichandan defeated Biju Janata Dal candidate Umakanta Samantray by a margin of 8\
Media and Entertainment,0.971,Science and Technology,0.1601,Sports,0.0806,"Vincent Piazza, the Rocket Science, Tommy DeVito\, Earl Hefner, 2007",Vincent Piazza played as Earl Hefner in the Rocket Science (2007) and Tommy DeVito\
Sports,0.9904,Society,0.0016,Culture,0.0012,"Rugby League World, 2013",In the 2013 Rugby League World Cup\
Culture,0.6995,Society,0.6303,Science and Technology,0.6271,2016\,In 2016\
Society,0.3086,Culture,0.1826,Political,0.0933,,and what were their times?
Sports,0.985,Culture,0.4908,Society,0.2891,"Kosić, Men, 1:55.32, 40th",Kosić finished 40th in the Men's slalom event with the time of 1:55.32.
Media and Entertainment,0.9,Culture,0.3698,Warfare and Conflict,0.279,"Best Single, the Beijing Music Awards, 2012",Yen received Best Single of the Year and Best Stylistic Breakthrough Artist of the Year at the Beijing Music Awards 2012.
Culture,0.717,Society,0.6314,Science and Technology,0.6173,2009\,In 2009\
Sports,0.9111,Culture,0.4988,Warfare and Conflict,0.4536,"Saint-Étienne, Erdinç",Erdinç played for Saint-Étienne.
Culture,0.6373,Science and Technology,0.4683,Art,0.334,Zweigen,Zweigen Kanazawa\
Culture,0.8477,Media and Entertainment,0.7958,Business and Economic,0.7887,between 7 and 8 September 1994,broadcast between 7 and 8 September 1994.
Culture,0.6179,Business and Economic,0.5367,Society,0.4989,17.13%,a victory margin of 17.13%.
Culture,0.8499,Art,0.8447,Business and Economic,0.7647,"four, 2016, Lucille Lortel",was nominated for four 2016 Lucille Lortel Awards\
Media and Entertainment,0.9188,Warfare and Conflict,0.2984,Culture,0.2792,"Brandon Routh, the Saturn Awards",Best Actor (Brandon Routh) at the Saturn Awards.
Sports,0.9751,Culture,0.6026,Science and Technology,0.3104,"Voronina, 5912, the 2014 Asian Games",Ekaterina Voronina earned a gold medal with 5912 points at the 2014 Asian Games.
Culture,0.6156,Society,0.3737,Environmental,0.0998,"Tuklęcz, 388",there were 388 people residing in Tuklęcz village\
Media and Entertainment,0.8289,Culture,0.7397,Science and Technology,0.699,first,Since its first broadcast\
Culture,0.9753,Science and Technology,0.8213,Political,0.7836,Belgium,Belgium.
