similarity_score,question
0.3688,how many percent of respondents with a parent-child link are more likely to live in a single detached home at the time of the wave 2 survey?
0.5475,"between 2017 and 2018, how many students did doctoral enrollment increase by among u.s. citizens and permanent residents?"
0.4761,"between 2017 and 2018, how many students did doctoral enrollment increase by among temporary visa holders?"
0.3929,how many rushing yards did webb of uab get in 2008?
0.4141,how many goals did acosta score in tiro federal during the 2013-14 season?
0.5507,how many games did bentley play for the chelsea club in the 1954-55 season?
0.4392,how many percent did california alone account of all self-funded business r&d performance in the united states in 2013?
0.4458,how many million dollars did california alone account of all self-funded business r&d performance in the united states in 2013?
0.5541,what was the ratio of business r&d to gdp in 2013?
0.4845,what are the chart positions for zebrahead's playmate of the year album on the u.s and japanese charts?
0.3582,"among adults, what is the most commonly consumed beverage the day before the interview?"
0.4934,"what is the least difference between the percentage of water consumers in 2004 and in 2015, acroos all adult age and sex categories?"
0.59,"for skim, 1% or 2%milk consumers, which year has a lower percentage of consumers, 2004 or 2015?"
0.6034,"for skim, 1% or 2% milk, which year has a lower average quantity consumed, 2004 or 2015?"
0.6237,what the number of workers aged 15 and over is in quebec's agri-food sector?
0.4306,list two main regions in the agri-food sector.
0.6706,what percent of quebec's english-language workers agri-food workers was in the montreal-laval region?
0.6827,what percent of quebec's english-language workers agri-food workers was in the monteregie region?
0.6711,what percentage of agri-food workers speaks english as their first language in montreal-laval?
0.5858,what percentage of agri-food workers speaks english as their first language in monteregie?
0.2129,what is the difference between link established before 1993 and linked in 1993 or after?
0.1634,how many percent of people are more likely to live in a single detached home?
0.2708,how many percent of those for whom a parent-child link was established before 1993 are less likely to report their mother as university-educated?
0.3704,how many percentage points are mothers of respondents for whom a birth parent could be found in the tax data less likely to have a university degree?
0.4054,how many percentage points are respondents with a birth parent more likely to be canadian born with canadian-born parents?
0.2901,how many professionals were able to conduct a conversation in french in 2011?
0.2822,how many professionals were expected to be able to conduct a conversation in french in 2011?
0.3333,"what was the number of a shortfall of professionals compared with the 10,590 expected in 2011?"
0.2228,which division did benalouane play for in 2016-17 season?
0.3469,which club did bojanich play for in 2014?
0.5664,"in 2011, what percent of english-language agricultural workers in quebec's agricultural regions was male?"
0.5002,which language group has more men in the montreal-laval and laurentides regions? english-language workers or other workers?
0.3837,which language group has fewer men in the monteregie region? english-language workers or other workers?
0.5656,"which language group was more likely to be married or separated, divorced, or widowed in all five quebec agricultural regions? english-language workers or other workers?"
0.4602,"which language group was less likely to be in a common-law relationship, in all five quebec agricultural regions? english-language workers or other workers?"
0.3047,which language group was less likely to be single in the estrie and outaouais agricultural regions? english-language workers or other workers?
0.3295,which language group was more likely to be single in the laurentides region? english-language workers or other workers?
0.5687,what was the number of shortfalls of professionals able to provide health care services in the montreal region in 2011?
0.5111,what was the number of children per woman did nunavut have a total fertility rate above replacement level among the provinces and territories?
0.5655,what was the total fertility rate in saskatchewan?
0.5963,what was the total fertility rate in manitoba?
0.4958,what was the total fertility rate in the northwest territories?
0.4374,which region of residence had the lowest total fertility rate?
0.3351,what was the average age of first-time mothers in 2016?
0.4781,which region of residence had the oldest average age of first-time mothers among the provinces and territories?
0.5561,which region of residence had an average age of mother at first birth (29.8 years) that was above the overall age for canada?
0.3664,which region of residence had the youngest average age of mothers at first birth?
0.7129,what the percentage point of the municipality of markham was home to female immigrants living in the cma of toronto in 2011?
0.685,what the percentage point of all females were immigrants within municipality of markham in 2011?
0.6538,what the percentage point of female immigrants was home to richmond in the vancouver cma in 2011?
0.7036,what the percentage point of female residents did immigrant women and girls make up in the vancouver cma in 2011?
0.6287,what was the percentage of canadian-born women lived in a census family in 55 to 64 years group?
0.6174,what was the percentage of immigrant women lived in a census family in 55 to 64 years group?
0.6284,what was the percentage of canadian-born women lived in a census family in aged 65 and older years group?
0.6224,what was the percentage of immigrant women lived in a census family in aged 65 and older years group?
0.4393,what the lowest correlation did hospital services have with the remoteness index?
0.3876,what the highest correlation did retial services have with the remoteness index?
0.6482,"what was the overall rate of hospitallizations per 1,000 prevalent cases of copd?"
0.6668,"what was the overall rate of hospitallizations per 1,000 men prevalent cases of copd?"
0.672,"what was the overall rate of hospitallizations per 1,000 women prevalent cases of copd?"
0.6135,what was the total number of copd-specific emergency department visits took place during the study period?
0.6093,what was the number of copd-specific physician visits recorded over the study period?
0.393,"what was the number of physician visits per 1,000 prevalent cases over the study period?"
0.6293,which age groups with copd had the highest rate of physician visits?
0.4237,what was the number of postdocs in seh fields of study in 2017?
0.4348,what was the number of postdocs in seh fields of study in 2018?
0.3224,"how many students did geosciences, atmospheric sciences, and ocean sciences see the largest decrease in the number of postdocs?"
0.3422,how many students did clinical medicine which saw the largest increase in number of postdocs rise by?
0.2327,"between 2017 and 2018, what was the decrease of nfrs in clinical medicine?"
0.3339,how many goals did flood score in the scottish league with club aberdeen in the first season?
0.385,"which language group of people was more likely not to have a certificate, diploma or degree in the outaouais region? english-language workers or other workers?"
0.3323,which language group of people was less likely to have a high school diploma in the outaouais region? english-language workers or other workers?
0.6205,what the rate of cannabis consumers reported using one product according to ncs q1 2019?
0.621,what the rate of cannabis consumers reported using two products according to ncs q1 2019?
0.6334,what the rate of cannabis consumers reported using three or more products according to ncs q1 2019?
0.539,what the rate of dried(flower/leaf) cannabis used by consumers?
0.2743,what the rate of dried (flower/leaf) was the only product used?
0.3429,what the rate of dried (flower/leaf) was reported with at least one other product?
0.3404,what the remainder reported using products other than dried (flower/leaf)?
0.3129,how many times was the use of three or more products more often among dad users than those using less often?
0.4382,which group users were more likely to use dried cannabis (flower/leaf) in addition to other products?
0.4475,which group users were less likely to use other (non-dried) cannabis products?
0.6015,which stage of screen-detected cancer were lead time estimated to be longer for cancers detected at?
0.5443,what was the percentage of a maximum mortality reduction of the crmm-lc?
0.3808,what was the percentage of a maximum mortality reduction from nlst data?
0.4262,how many percentage points of decreasing was the decline between 2017 and 2019 in the number and proportion of temporary visa holders among seh master's students driven in the number of men with temporary visas who enrolled in master's programs?
0.5008,how many percentage points was the number of male doctoral students with temporary visas increased by?
0.4043,how many rushing yards did tavon austin record in 2016?
0.2725,how many rec did rashaad penny score in 2017?
0.4173,which club did ozlem gezer join in the 2012-13 first league season?
0.4883,which language group of workers was less likley to have been born in their province of residence? english-language workers or other workers?
0.627,which language group of workers was more likley to have been born in another canadian province or outside canada among all the agricultural regions of quebec? english-language workers or other workers?
0.5644,which language group of workers in quebec was much less likely to be catholic in 2011? english-language workers or other workers?
0.5642,which language group of workers was more likely to declare having no religious affilliation in all five agricultural regions of quebec? english-language workers or other workers?
0.3767,what the percent of first nations people in dwellings that needed major repairs?
0.3992,what the percent of first nations people lived in crowded conditions?
0.4157,what was the percent of non-aboriginal people in dwellings that needed major repairs?
0.4718,what was the percent of non-aboriginal people in crowded conditions?
0.377,what was the percent of first nations people in households in the lowest income quintile?
0.4712,what was the percent of the non-aboriginal population in households in the lowest income quintile?
0.4694,"among those in rural areas, how many times were first nations people living on reserves more likely than non-aboriginal people to be hospitalized for a respiratory tract infection?"
0.518,how many times of the rate for first nations people living on reserves was more than that for non-aboriginal people?
0.3755,how many times were first nations people more likely than non-aboriginal people to be hospitalized for asthma regardless of whether they lived on or off reserves or in rural or urban areas?
0.4414,what the percent of men and women reported exercising outdoors?
0.348,"which sex reported exercising indoors, women or men?"
0.4886,what was the percentage of men aged 55+ years reported exercising outdoors?
0.4814,what was the percentage of men aged 20 to 34 years reported exercising outdoors?
0.4863,what was the percentage of men aged 35 to 54 years reported exercising outdoors?
0.5089,what the percentage of all hate crimes did hate crimes motivated by hatred of a race or ethnicity represent in 2018?
0.3777,what the percentage of all hate crimes did hate crimes motivated by hatred of targeting religion represent in 2018?
0.3977,what was the percentage of hate crimes motivated by hatred of sexual orientation in 2018?
0.485,"what was the percentage of hate crimes motivated by hatred of other factors such as language, disability, age, and sex in 2018?"
0.3601,"in engineering, how many percentage points did master's enrollments decline by?"
0.4443,"in engineering, how many percentage points did doctoral's enrollments increase by?"
0.4415,"in engineering, how many percentage points did postdocs' enrollments increase by?"
0.4507,which broad field led the top five fields of growth among master's science students in enrollment?
0.4495,how many percentage points of increase in doctoral enrollment in the sciences?
0.3818,how many percent of increase in computer and information sciences students in doctoral enrollment?
0.5161,"biological and biomedical sciences, the single largest field of study among doctoral students, how many percentage points of students grew between 2017 and 2019?"
0.4774,"biological and biomedical sciences, the single largest field of study among doctoral students, how many students grew between 2017 and 2019?"
0.3116,which education of students had the large percentage increase in social sciences?
0.3099,what was the number of league appearances made by david beresford in his 12-year career?
0.3381,which club did pedro henrique oliveira join in 2011?
0.3385,what was the peak chart position on the us chart of ascendancy?
0.4018,how many passing yards did stafford get in 2014?
0.5887,which region had the highest proportions of employees among all five agricultural regions of quebec in 2011?
0.4886,which language group of workers were more likely to be self-employed in an unincorporated business in all of quebec's agricultural regions? english language workers or other workers?
0.188,what was the percentage of the jewish population remained stable?
0.4941,what the percentage of the canadian population reported affiliation with a christian religion?
0.6309,"for all types of hate crimes, what was the percentage of victims reported by police between 2010 and 2018 were female?"
0.508,"of all victims of violent crimes targeting the muslim population that were reported to police, what was the percentage of women or girls?"
0.5386,what was the percentage of victims of hate crimes against the indigenous population?
0.562,"more than any other type of hate crime, what was the percentage of victims of violent hate crime targeting sexual orientation were predominantly male?"
0.5068,what was the median age among the victims of violent hate crimes targeting the black population?
0.3929,what was the median age for victims of violent crimes targeting religion?
0.493,what was the median age of all victims of violent hate crimes?
0.5688,which motivation did victims of violent hate crimes target were more likely to have resulted in injuries?
0.546,what the prevalence of victimization by someone known to them was highest among victims of hate crimes targeting the black population?
0.5471,what the prevalence of victimization by someone known to them was highest among victims of hate crimes targeting sexual orientation?
0.6058,"overall, from 2010 to 2018, what the percentage of persons accused of hate crime targeting race/ethnicity were male?"
0.5426,"overall, from 2010 to 2018, what the percentage of persons accused of hate crime targeting religion were male?"
0.5454,"overall, from 2010 to 2018, what the percentage of persons accused of hate crime targeting sexual orientation were male?"
0.4785,what was the median age for persons accused of hate crime?
0.6154,"in 2011, south asian was the largest visible minority group among both females and males for the first time, what was the percentage of female visible minorities?"
0.6232,"in 2011, south asian was the largest visible minority group among both females and males for the first time, what was the percentag of male visible minorities?"
0.6501,what the percentage of females visible minorities were chinese in 2011?
0.6523,what the percentage of males visible minorities were chinese in 2011?
0.6891,"what was the proportion of the filipino groups that were female was higher compared with canada's total female population, and the overall female visible minority population?"
0.6266,"what was the proportion of the japanese groups that were female was higher compared with canada's total female population, and the overall female visible minority population?"
0.405,what was the proportion of females in the arab groups compared with the same two reference populations?
0.4835,what was the proportion of females in the west asian groups compared with the same two reference populations?
0.6277,what the percentage of ontario was home to visible minority females?
0.6351,"visible minority representation in the total female population was high in british columbia, what was the percentage of females belonged to a visible minority group?"
0.6462,"visible minority representation in the total female population was high in ontario, what was the percentage of females belonged to a visible minority group?"
0.6771,what was the percentage of the female population identified as a visible minority in alberta?
0.6909,what was the percentage of the female population identified as a visible minority in quebec?
0.6792,what was the proportion of the female visible minority population living in manitoba?
0.6736,what was the proportion of females in manitoba who identified as a visible minority?
0.6451,"in british columbia, the largest visible minority group was chinese, what was the percentage of the female visible minority population in that province?"
0.6395,"in british columbia, the second-largest visible minority group was south asian, what was the percentage of the female visible minority population in that province?"
0.6414,"in british columbia, the third-largest visible minority group was filipino, what was the percentage of the female visible minority population in that province?"
0.6138,what was the percentage of alberta's largest female visible minority population of south asian?
0.5985,what was the percentage of alberta's second-largest female visible minority population of chinese?
0.598,what was the percentage of alberta's third-largest female visible minority population of filipino?
0.6465,"in ontario, south asian was the largest visible minority group, what was the percentage of the female visible minority population?"
0.6315,"in ontario, chinese was the second-largest visible minority group, what was the percentage of the female visible minority population?"
0.6303,"in ontario, black was the third-largest visible minority group, what was the percentage of the female visible minority population?"
0.6246,what was the percentage of black females which formed the largest visible minority group in quebec?
0.5905,what was the percentage of arab females which formed the second-largest visible minority group in quebec?
0.6062,what was the percentage of latin american females which formed the third-largest visible minority group in quebec?
0.3106,what was the result that lemming got at the final as the record in the 1912 summer olympics?
0.5855,list all the regions that had more sole proprietorships compared than in the entrie province(45.4%).
0.6209,what was the percentage of visible minority females lived in the cma of toronto?
0.6223,what was the percentage of the total female population lived in the cma of toronto?
0.6609,what was the percentage of the female visible minority population in the cma of vancouver?
0.6361,what was the percentage of the female population in the cma of vancouver?
0.624,what was the share of the total female visible minority population in the cma of calgary?
0.563,what was the share of the total female population in the cma of calgary?
0.5919,what was the share of visible minority women and girls living in the cma of montreal?
0.5846,what was the share of the total female population lived in the cma of montreal?
0.5144,"the most common field of study among women was business, management and public administration, what was the percentage of visible minority women?"
0.5,"the most common field of study among women was business, management and public administration, what was the percentage of women who were not a visible minority?"
0.4902,"health, and related fields, was the major field of study, what was the percentage of visible minority women?"
0.4843,"health, and related fields, was the major field of study, what was the percentage of women who were not a visible minority?"
0.4843,"health, and related fields were followed by social and behavioural sciences and law, what was the percentage of women who were not a visible minority?"
0.3506,how many million dollars did research and experimental development (r&d) perform in the united states in 2017?
0.3425,"how many dollars was the estimated total for 2018, based on performer-reported expectations?"
0.5561,how many million dollars did u.s. r&d total of in 2015?
0.5453,how many million dollars did u.s. r&d total of in 2010?
0.4491,list the matches that red star belgrade participated in during the 1990-91 season.
0.2771,which club did murray play for during the 1984-85 season?
0.4729,how many goals did petar zhekov score in league totally?
0.6886,list all the regions of quebec that had fewer small farms (less than 130 acres) and more medium-sized farms.
0.6006,what is the most popluar type of land tenure in quebec?
0.5723,"in 2011, what was the percentage of women aged 15 and over were labour force participants, regardless of visible minority status?"
0.5729,"in 2011, what was the percentage of men aged 15 and over were labour force participants, regardless of visible minority status?"
0.4502,"among young adults between the ages of 15 and 24, which type of women were less likely to be labour force participants, visible minority or not a visible minority?"
0.4467,"in the core working-age group of 25- to 54-year-olds, which type of women were less likely than to be labour force participants, visible minority or not a visible minority?"
0.5271,what was the percentag of whom were labour force participants carried primarily by visible minority immigrant women?
0.5243,"among the canadian-born population aged 25 to 54, which type of women were slightly more likely to be labour force participants, visible minority or not a visible minority?"
0.548,"among the older working-age group of 55- to 64-year-olds, which type of canadian-born women had a somewhat higher participation rate, visible minority or not a visible minority?"
0.5034,what was the percentage of visible minority women were employed in 2010?
0.5198,what was the employment rate for the rest of the female population not a visible minority?
0.4763,"among visible minority women of core working age, what was the employment rate?"
0.5308,what was the employment rate among 25 to 54 aged women who were not a visible minority higher than women visible minority?
0.5154,"when considering only the canadian-born population, what was the employment rate among core working-age women, regardless of visible minority status?"
0.5571,"among visible minority immigrants of core working age, what was the employment rate lower than that of the canadian-born visible minority population of the same age?"
0.5808,what was the emplyment rate of immigrant women who did not belong to a visible minority group lower than that of canadian-born women who did not belong to a visible minority group?
0.4783,"among people of core working age, what was the employment rate of visible minority women lower than that of visible minority men?"
0.4428,what was the employment rate of women of core working age who were not a visible minority lower than that of their male counterparts?
0.4243,which group of women of core working age were somewhat less likely to be employed in management?
0.472,"which group of women were more likely to be employed in manufacturing and utilities, visible minority or not a visible minority?"
0.3935,"which group of women were more likely to be employed in natural and applied sciences, visible minority or not a visible minority?"
0.562,what was the percentage of the most commonly reported occupation for visible minority men of core working age in sales and service?
0.5518,what was the percentage of same-aged men who did not belong to a visible minority group were employed in sales and service occupations?
0.6366,"adjusted for inflation, how many percent of growth in u.s. total r&d averaged annually over the 2010-17 period?"
0.5104,how many percent of average growth of u.s. gross domestic product (gdp)?
0.6244,how many percent of average annual growth of u.s. total r&d in the prior decade (2000-10)?
0.5641,how many percent of average growth of u.s. gross domestic product (gdp) in the prior decade (2000-10)?
0.6417,how many percent of average annual growth of u.s. total r&d in the prior decade (2017-18)?
0.5197,what was the rate of u.s. gross domestic product (gdp) expansion in the prior decade (2017-18)?
0.3325,how many goals did gary pollard score in league totally?
0.2676,which club did terence vancooten play for in the 2016-17 season?
0.4755,what was the result that churandy martina got in the semifinals?
0.5624,"among visible minority women of core working age, what was the median employment income?"
0.5478,what was the difference between visible minority women of core working age's median employment income and not a visible minority women?
0.5579,what was the median income of first-generation visible minority women of core working age in 2011?
0.5434,what was the difference between visible minority women and first-generation women of the same age who did not belong to a visible minority group earned a median income?
0.4712,what was the employment gap narrowed to among second-generation women?
0.5645,how much did second-generation visible minority women between the ages of 25 and 54 earn a median income?
0.5778,how much did second-generation not a visible minority women between the ages of 25 and 54 earn a median income?
0.5243,what was the percent of visible minority women participated in such an organization?
0.5192,what was the percentage of women who were not a visible minority participated in such an organization?
0.4121,"which type of men were more likely to be involved in a school or community group, visible minority or not a visible minority?"
0.4091,"which type of men were less likely to be involved in a union or professional organization, visible minority or not a visible minority?"
0.468,"in 2017, how many million dollars did domestically performed business r&d account for of the $547.9 million national r&d total?"
0.4917,"in 2017, how many percent did domestically performed business r&d account for of the $547.9 billion national r&d total?"
0.4349,how many units did the nissan leaf sell in 2013?
0.2292,which team did adi hutter teach between 1 july 2009 and 5 april 2012?
0.7471,"what regions are more likely to have higher farm capital value($1,500,000 and up) compared to all farms in quebec?"
0.2409,what was the age-standardized rates of hop lower among visible minorities or among people who were not members of visible minority groups?
0.534,"which gender was more comprised of canada's population as of july 1, 2014, females or males?"
0.5443,how many women and girls have grown in absolute numbers over the past century in 1921?
0.4908,"based on the medium-growth scenario of these projections, how many females could canada have by 2031?"
0.4819,"based on the medium-growth scenario of these projections, how many females could canada have risen to by 2061?"
0.5493,"what was the percentage of women and girls accounted for of the total population on july 1, 2014?"
0.6228,what was the percentage of females represented of the population in 1921?
0.4659,what did women comprise of the population among individuals aged 55 to 59 in 2014?
0.4888,what did women comprise of the population among individuals aged 85 to 89 in 2014?
0.4679,what did women comprise of the population among individuals aged 90 and over in 2014?
0.6092,how many women and girls reported an aboriginal identity?
0.7366,what was the percentage of the total female population reported an aboriginal identity?
0.6697,"in 2011, what was the percentage of the aboriginal female population identified as first nations only?"
0.6718,"in 2011, what was the percentage of the aboriginal female population identified as metis only?"
0.7193,"in 2011, what was the percentage of the aboriginal female population identified as inuit only?"
0.7387,"in 2011, what was the percentage of the aboriginal female population identified as other aboriginal identities or more than one aboriginal identity?"
0.666,"in 2011, how many women and girls in canada who belonged to a visible minority group?"
0.6596,"in 2011, what the percentage did women and girls in canada who belonged to a visible minority group account for?"
0.6294,what were the three largest groups among females who reported a visible minority status in 2011?
0.3402,"when did clawfinger's single ""do what i say"" release?"
0.3218,how many kickoff yards did maryland's torrey smith have?
0.5183,"in 2011, how many women and girls reported that they spoke more than one language most often at home?"
0.5428,"in 2011, what was the percentage of women and girls reported that they spoke more than one language most often at home?"
0.536,what was the percentage of the most common religion for females in 2011 of christian?
0.5372,what was the percentage of the most common religion for males in 2011 of christian?
0.5849,"in 1998, what was the percentage of minimum wage workers aged 15 to 24?"
0.5296,what was the percentage of youth minimum-wage workers accounting for?
0.4912,"in 2018, what was the percentage of immigrant employees earned minimum wage?"
0.4563,"in 2018, what was the percentage of canadian-born employees earned minimum wage?"
0.5305,"in 2018, what was the percentage of unattached individuals and lone-parent employees earned minimum wage?"
0.5291,"in 2018, what was the percentage of other economic family types employees earned minimum wage?"
0.4421,how many million dollars did businesses spend on research and development performance in the united states in 2017?
0.4121,"businesses spent $400 billion on research and development performance in the united states in 2017, how many percent of increase from 2016?"
0.4284,how many million dollars was funding from the companies' own sources in 2017?
0.4297,"funding from the companies' own sources was $339 billion in 2017, how many percent of increase from 2016?"
0.39,how many million dollars was funding from other sources in 2017?
0.3832,how many million dollars was funding from other sources in 2016?
0.5314,"in 2017, of the $400 million companies spent on r&d, how many million dollars were spent on basic research?"
0.5544,"in 2017, of the $400 million companies spent on r&d, how many million dollars were spent on applied research?"
0.4561,"in 2017, of the $400 million companies spent on r&d, how many million dollars were spent on development?"
0.3119,how many receptions did richardson get in 2014?
0.3542,how many percent did automobile manufacturers account of michigan's total?
0.4332,how many percent did software publishers account of washington's total?
0.5668,how many percent did the pharmaceutical industry account of new jersey's total?
0.5758,how many percent did the pharmaceutical industry account of pennsylvania's total?
0.5955,how many percent did the semiconductor and other electronic components industry (the largest industry in terms of r&d in california) account of california's business r&d?
0.5754,how many percent did all information and communication technology (ict) industries combined account of the state's business r&d?
0.342,how many games did salomon kalou play for chelsea in total?
0.4781,"what is the peak chart position on uk charts for lucie silvas single ""it's too late"" from the album ""forget me not""?"
0.5105,what is the final result for the second edition of the ofc women's nations cup in 1986 hosted by new zealand?
0.4264,how many games did kamil glik play with 13 goals fr torino in total?
0.2458,"for the entire monteregie region, which observation has the highest proportion?"
0.4498,how many percent of farms in the outaouais region have reported growing hay in 2011?
0.5066,what was the pearson correlation between the ipaq and paaq estimates?
0.4975,"in 2017, how many million dollars did companies in manufacturing industries perform of domestic r&d?"
0.4698,"in 2017, how many percentage points did companies in manufacturing industries perform of domestic r&d?"
0.4917,how many million dollars did companies in nonmanufacturing industries perform of domestic r&d in 2017?
0.4626,how many percentage points did companies in nonmanufacturing industries perform of total domestic r&d performance?
0.3933,which club did kevin harper play for in 2002-03?
0.5827,how many goals did apostolovic score for radnicki nis in 12 fixture of the 2016-17 superliga season?
0.3967,"list regions in which english-language workers were more likely to have no certificate, diploma or degree, and less likely to have a high school diploma."
0.5093,how many million dollars did companies that performed or funded r&d in the united states in 2017 spend on assets with expected useful lives of more than 1 year?
0.556,"how many million dollars were spent on structures, equipment, software, and other assets used for r&d?"
0.5782,"how many million dollars by manufacturing industries were spent on structures, equipment, software, and other assets used for r&d?"
0.5834,"how many million dollars by nonmanufacturing industries were spent on structures, equipment, software, and other assets used for r&d?"
0.3835,list the matches that forfar athletic competed in.
0.4631,how many goals did emmanuel eboue score for arsenal from 2005 to 2011?
0.244,which club did mirallas play for in the 2013-14 season?
0.4275,how many yards passing did randall cunningham have in 2000?
0.4988,how many residents do halifax have?
0.6015,"in 2011, how many people aged 15 years and older are working in ontario's agricultural sector?"
0.6861,how many percent of workers in ontario belonges to the french-language minority?
0.5929,what percent of workers in ontario are from eastern ontario?
0.6936,"in eastern ontario, how many workers belonge to the french-language minority?"
0.7176,what percent of all french-language agricultural workers are in eastern ontario?
0.624,"in 2011, what percent of workers in the ontario's agricultural sector are from northern ontario ?"
0.6953,what percent of workers in the northern ontario's agricultural sector were french-language minorities?
0.4599,how many dollars did college graduates earn in employment income?
0.5048,how many dollars did bachelor graduates earn in employment income?
0.4994,how many dollars did master graduates earn in employment income?
0.5155,how many dollars did doctoral graduates earn in employment income?
0.3554,what was the percentage of bachelor's graduates in 'humanities'reported lower levels of job satisfaction?
0.402,"what was the percentage of doctoral graduates in 'visual and performing arts, and communications technologies' reported lower levels of job satisfaction?"
0.5393,"how many percent of five states (california, new york, texas, massachusetts, and florida) accounted for of all r&d performance by microbusinesses in 2016?"
0.5009,how many percentage points did california account of the microbusiness r&d?
0.2817,how many games did paul molitor play for minnesota twins?
0.2673,which club did billy kellock play for in 1973-74?
0.2846,how many receptions did marquez valdes-scantling get in 2018?
0.3995,list the matches that the melbourne victory fc participated in.
0.6101,"in 2011, how many people aged 15 and older work in ontario's agri-food sector?"
0.6536,what percent of people aged 15 and older work in ontario's agri-food sector were francophone?
0.6873,what percent of the province's agri-food workers aged 15 and older in 2011 are from eastern ontario?
0.6898,what percent of ontario's french-language workers are from eastern ontario?
0.6775,"in 2011, what percent of the province's agri-food workers were from northern ontario?"
0.6029,what percent of workers in northern ontario were francophone?
0.6116,what was the percentage of individuals who said they had been victims of hate-motivated incidents did not report the incidents to the police?
0.6055,"of the victims who did not report the hate crime targeting them, what was the percentage of victimes said they did not report it because they thought the police would not have considered the incident important enough?"
0.587,what was the percentage of individuals who said they had been victims of hate-motivated incidents felt that the crime was minor and not worth taking the time to report to the police?
0.4588,what was the percentage of hate-motivated victims cited the belief that the accused would not be convicted or adequately punished?
0.6108,what was the percentage of victims of hate crimes said they did not report the crime because they believed the police would not have been effective?
0.6253,what was the percentage of victims of non-hate crimes said they did not report the crime because they believed the police would not have been effective?
0.5346,what was the percentage of victims of hate crimes did not go to the police because they believed the accused would not be convicted or adequately punished?
0.5557,what was the percentage of victims of non-hate crimes did not go to the police because they believed the accused would not be convicted or adequately punished?
0.5193,what was the percentage of victims of hate crimes did not report the crime because they either feared the court process or did not want the hassle of dealing with the court process?
0.5364,what was the percentage of non-hate crimes did not report the crime because they either feared the court process or did not want the hassle of dealing with the court process?
0.5207,what percentage of hate crimes targeting a race or ethnicity did hate crimes targeting arabs and west asians account for in 2016?
0.5428,"between 2015 and 2016, which province and territory reported the largest increase in the number of hate crimes?"
0.4199,which club did luis manuel lopez vier play for in 2013-14?
0.4137,which club did mazur play for in 2015?
0.4164,how many receptions did vernon davis have for maryland in 2005?
0.4158,how many goals did seimandi score for sarmiento in 2017?
0.4308,how many tackles did manti te'o score in 2011?
0.3184,which group of workers has a higher proportion of men?other workers or french-language workers?
0.5618,what percent of french-language agricultural workers in northern ontario was married?
0.5284,which metropolitan area has the highest share of families in apartment buildings?
0.5042,which metropolitan area has the lowest share of families in apartment buildings?
0.5874,what was the share of families in apartments at the 95th percentile in toronto?
0.3949,which club did fernando play for in the 2008-09 season?
0.1985,"which year did ""beyond"" release?"
0.6299,"which group of workers in northern ontario was more likely not to have a certificate, diploma or degree or to have a high school diploma? french-language workers or other workers?"
0.5985,which group of workers in northern ontario was less likely to have a college diploma or certificate? french-language workers or other workers?
0.385,"for the three periods of convergence, the conditional convergence rate is slower than the unconditional rate, what was the percentage of convergent for 1936 to 1945?"
0.3451,"for the three periods of convergence, the conditional convergence rate is slower than the unconditional rate, what was the percentage of convergent for 1951 to 1973?"
0.3451,"for the three periods of convergence, the conditional convergence rate is slower than the unconditional rate, what was the percentage of convergent for 1951 to 1973?"
0.6913,"with the incorporation of new benchmark data from the supply and use tables, what was the level of nominal gdp revised down in 2016?"
0.5447,"in 2017, what was the percentage of the level of nominal gdp revised down, largely because of a downward revision of household final consumption expenditure?"
0.6163,"in 2018, what was the level of nominal gdp revised up, resulting largely from higher household final consumption expenditure and increased governments' gross fixed capital formation?"
0.1798,which team did gabriel calderon play for from january 2014 to may 2014?
0.3702,how many rushing yards did morris get in 2014?
0.5378,"in 2017, how many gross mixed taxes-less-subsidies on products and imports were revised down?"
0.5901,how many dollars did governments' gross fixed capital formation contribute to revision in gdp in 2018?
0.4452,"between 2011 and 2015, which type's voting rate increased faster?"
0.5919,what was the voting rate of recent immigrants from africa increased by?
0.493,what was the rate for recent immigrants from west central asia and the middle east increased by?
0.5664,how many postdocs were employed at ffrdcs in 2019?
0.4768,which club did garrido join in primera b nacional?
0.2957,"in 2017, which club did griffiths join in the uzbek league?"
0.4034,"how many passes did kolb complete with 34 attempts for 144 yards, throwing no touchdowns and four interceptions during the season 2008?"
0.6083,what is the most frequently reported provincial destination for farm operators who came from the united states between 2011 and 2016?
0.5406,which kind of farm operator has a higher proportion of choosing british columbia as their provincial destination?
0.6178,"in eastern ontario, which group of workers has a higher proportion of workers who were employees? french-language agricultural workers or other agricultural workers?"
0.5795,what's the percent of the share of unincorporated self-employed workers in total employment from 1989 to 2010?
0.4882,what's the amount of the share of unincorporated self-employed workers in total employment.
0.5022,what's the percent of the self-employment rate in 2003?
0.4994,what's the percent of self-employment rate in 2010?
0.5364,what's the percent of the aggregate self-employment rate from 1989 to 1998?
0.4205,what's the percent of the within-age-group component from 1989 to 1998?
0.5003,what's the percent of the share of total employment to older age groups from 1989 to 1998?
0.3538,how much did the within-age-group component declined from 1998 to 2010?
0.5847,what's the percent changed of the aggregate self-employment rate in the 1989-to-1998 period?
0.5525,what's the percent changed of the aggregate self-employment rate after 1998?
0.6099,what's the percent changed of the aggregate self-employment rate in the 1989-to-1998 period in age-group composition?
0.5932,what's the percent of the business category's annual growth rate from 1989 to 2010?
0.5908,what's the percent of the rental category's annual growth rate from 1989 to 2010?
0.5901,what's the percent of the professional sector's annual growth rate from 1989 to 2010?
