num_pairs,table,qas
5,"[TAB] col: | date | venue | score | result | competition | [SEP] | 27 march 1880 | hampden park , glasgow | 3-0 | 5-1 | friendly | [SEP] | 29 march 1884 | cathkin park , glasgow | 1-1 | 4-1 | bhc | [SEP] | 21 march 1885 | kennington oval , london | 1-0 | 1-1 | bhc | [SEP] | 23 march 1885 | acton park , wrexham | 4-1 | 8-1 | bhc | [SEP] | 23 march 1885 | acton park , wrexham | 7-1 | 8-1 | bhc | [SEP] | 23 march 1885 | acton park , wrexham | 8-1 | 8-1 | bhc |",when was there a result of 8-1 and a score of 8-1? 23 march 1885 when was there a result of 5-1? 27 march 1880 when was there a score of 7-1? 23 march 1885 what is the result when the score is 8-1? 8-1 what is the competition type when the score is 1-1? bhc
4,[TAB] col: | rank | quarterback | streak start | streak end | teams | regular season | playoffs | total | [SEP] | 1 | brett favre | 9/27/1992 | 12/5/2010 | green bay ; ny jets ; minnesota | 297 | 24 | 321 | [SEP] | 2 | peyton manning | 9/6/1998 | 1/2/2011 | indianapolis | 208 | 19 | 227 | [SEP] | 3 | eli manning | 11/21/2004 | active | ny giants | 143 | 11 | 154 | [SEP] | 4 | philip rivers | 9/11/2006 | active | san diego | 119 | 7 | 126 | [SEP] | 5 | ron jaworski | 9/18/1977 | 11/25/1984 | philadelphia | 116 | 7 | 123 | [SEP] | 6 | tom brady | 9/30/2001 | 9/7/2008 | new england | 111 | 17 | 128 | [SEP] | 7 | joe ferguson | 9/18/1977 | 9/23/1984 | buffalo | 107 | 3 | 110 | [SEP] | 8 | dan marino | 10/25/1987 | 10/10/1993 | miami | 95 | 4 | 99 | [SEP] | 9 | roman gabriel | 11/28/1965 | 9/17/1972 | la rams | 89 | 2 | 91 | [SEP] | 10 | johnny unitas | 9/27/1959 | 11/7/1965 | baltimore | 88 | 3 | 91 | [SEP] | 11t | jim everett | 9/4/1988 | 10/23/1993 | la rams | 87 | 4 | 91 | [SEP] | 11t | joe flacco | 9/7/2008 | active | baltimore | 87 | 13 | 100 | [SEP] | 13 | richard todd | 9/9/1979 | 12/2/1984 | ny jets; new orleans | 86 | 4 | 90 | [SEP] | 14 | aaron brooks | 11/26/2000 | 12/12/2005 | new orleans | 82 | 2 | 84 | [SEP] | 15 | trent green | 9/9/2001 | 9/10/2006 | kansas city | 81 | 1 | 82 | [SEP] | 16 | drew brees | 9/11/2005 | 12/27/2009 | san diego; new orleans | 79 | 2 | 81 | [SEP] | 17 | steve grogan | 11/23/1975 | 11/16/1980 | new england | 76 | 2 | 78 | [SEP] | 18 | tom brady | 9/14/2009 | active | new england | 72 | 7 | 79 | [SEP] | 19t | fran tarkenton | 12/11/1966 | 12/12/1971 | minnesota; ny giants | 71 | 0 | 71 | [SEP] | 19t | joe theismann | 12/7/1980 | 11/18/1985 | washington | 71 | 8 | 79 | [SEP] | 19t | rich gannon | 9/12/1999 | 10/20/2003 | oakland | 71 | 7 | 78 | [SEP] | 22t | brian sipe | 9/3/1978 | 12/12/1982 | cleveland | 70 | 1 | 71 | [SEP] | 22t | trent dilfer | 9/3/1995 | 10/24/1999 | tampa bay | 70 | 2 | 72 | [SEP] | 22t | drew bledsoe | 9/8/2002 | 10/23/2006 | buffalo; dallas | 70 | 0 | 70 |,"what is the highest playoffs that has tampa bay as the team? 2.0 what rank has 123 as the total? 5.0 what teams have 1/2/2011 as the streak end? indianapolis what streak start has a total less than 79, 22t as the rank, and tampa bay as the teams? 9/3/1995"
1,[TAB] col: | township | county | pop. (2010) | land ( sqmi ) | water (sqmi) | latitude | longitude | geo id | ansi code | [SEP] | garfield | traill | 169 | 34.932 | 0.000 | 47.628405 | -97.408709 | 3809729300 | 1036709 | [SEP] | garner | golden valley | 14 | 35.859 | 0.033 | 46.763852 | -103.793192 | 3803329340 | 1037077 | [SEP] | gasman | ward | 158 | 34.968 | 1.188 | 47.986054 | -101.292254 | 3810129620 | 1036994 | [SEP] | gate | mclean | 20 | 35.695 | 0.203 | 47.798190 | -101.798760 | 3805529660 | 1759533 | [SEP] | gates | eddy | 43 | 35.488 | 0.371 | 47.804082 | -99.083995 | 3802729700 | 1759405 | [SEP] | germantown | wells | 29 | 35.084 | 0.189 | 47.623931 | -99.447789 | 3810329980 | 1759702 | [SEP] | getchell | barnes | 73 | 34.780 | 1.037 | 47.015317 | -98.031442 | 3800330060 | 1036427 | [SEP] | ghylin | burleigh | 41 | 35.645 | 0.000 | 47.112656 | -100.559283 | 3801530100 | 1037191 | [SEP] | gibbs | burleigh | 1858 | 34.993 | 0.015 | 46.858129 | -100.636969 | 3801530140 | 1037185 | [SEP] | gilstrap | adams | 20 | 35.932 | 0.013 | 45.987824 | -102.308144 | 3800130340 | 1037216 | [SEP] | glacier | stutsman | 22 | 34.668 | 0.973 | 47.282161 | -99.172785 | 3809330380 | 1036512 | [SEP] | glen | lamoure | 38 | 33.995 | 1.371 | 46.588078 | -98.953320 | 3804530540 | 1036917 | [SEP] | glendale | logan | 55 | 36.676 | 0.060 | 46.597063 | -99.709798 | 3804730620 | 1037061 | [SEP] | glenfield | foster | 51 | 35.698 | 0.137 | 47.451722 | -98.551615 | 3803130700 | 2397804 | [SEP] | glenila | cavalier | 13 | 35.753 | 0.124 | 48.832189 | -98.963324 | 3801930780 | 1759360 | [SEP] | glenmore | lamoure | 53 | 35.959 | 0.000 | 46.500403 | -98.725003 | 3804530820 | 1036905 | [SEP] | glenview | burleigh | 216 | 38.731 | 0.620 | 47.014586 | -100.840657 | 3801530900 | 1037255 | [SEP] | goldfield | bowman | 35 | 36.007 | 0.010 | 45.988073 | -103.183244 | 3801131300 | 1759309 | [SEP] | good luck | williams | 26 | 35.859 | 0.016 | 48.496096 | -103.852512 | 3810531460 | 1759726 | [SEP] | goodrich | sheridan | 29 | 33.508 | 2.207 | 47.457434 | -100.086640 | 3808331540 | 1037153 | [SEP] | gooseneck | divide | 31 | 42.457 | 0.826 | 48.949658 | -103.651852 | 3802331580 | 1036931 | [SEP] | gordon | cavalier | 11 | 26.638 | 0.403 | 48.681024 | -98.653205 | 3801931620 | 1759361 |,"in cavalier county and the geo id is larger than 3801931620.0, what is the population? 20.0"
3,[TAB] col: | winners | match points | aggregate score | points margin | losers | [SEP] | borders | 4 – 0 | 205 – 6 | 199 | aa coimbra | [SEP] | viadana | 4 – 0 | 147 – 10 | 137 | valladolid rac | [SEP] | clermont auvergne | 4 – 0 | 116 – 6 | 110 | leonessa | [SEP] | montpellier | 4 – 0 | 110 – 10 | 100 | rovigo | [SEP] | béziers | 4 – 0 | 126 – 42 | 84 | petrarca padova | [SEP] | agen | 4 – 0 | 109 – 48 | 61 | l'aquila | [SEP] | sale sharks | 4 – 0 | 81 – 25 | 56 | catania | [SEP] | pau | 4 – 0 | 66 – 37 | 29 | bayonne | [SEP] | saracens | 4 – 0 | 60 – 31 | 29 | gran parma | [SEP] | london irish | 4 – 0 | 62 – 36 | 26 | auch | [SEP] | grenoble | 3 – 1 | 27 – 26 | 1 | leeds tykes | [SEP] | brive | 2 – 2 | 55 – 39 | 16 | worcester warriors | [SEP] | connacht | 2 – 2 | 51 – 46 | 5 | narbonne |,what was the aggregate score for the match won by brive? 55 – 39 what was the match points score for the match won by connacht? 2 – 2 what was the aggregate score for the match won by viadana? 147 – 10
1,[TAB] col: | model | fuel type | mpg (us gallons) | l/100 km | nz rating\n(stars) | [SEP] | volkswagen polo 1.4 tdi bluemotion | diesel | 62 | 3.8 | 5.5 | [SEP] | volkswagen polo 1.4 tdi 5m | diesel | 52 | 4.5 | 5.5 | [SEP] | volkswagen polo 1.4 6a | petrol | 34 | 6.9 | 4.5 | [SEP] | fiat 500 1.3 jtd pop | diesel | 56 | 4.2 | 5.5 | [SEP] | fiat 500 1.4 lounge 3d | petrol | 37.3 | 6.3 | 4.5 | [SEP] | mini cooper hatch 6m 2dr 1.5l | petrol | 35 | 6.7 | 4.5 | [SEP] | hyundai getz 1.5d crdi 5d m5 | diesel | 52 | 4.5 | 5.5 | [SEP] | hyundai getz 1.4 5d m5 | petrol | 38.5 | 6.1 | 4.5 | [SEP] | kia rio 1.6 hatch manual | petrol | 34.6 | 6.8 | 4.5 | [SEP] | volkswagen golf 1.9 tdi bluemotion | diesel | 52 | 4.5 | 5.5 | [SEP] | volkswagen golf 90kw tsi 7dsg | petrol | 39.8 | 5.9 | 5 | [SEP] | volkswagen golf 2.0 tdi 4 motion man | diesel | 39.2 | 6 | 5 | [SEP] | volkswagen golf 2.0 tdi dsg | diesel | 39.2 | 6 | 5 | [SEP] | volkswagen golf tdi 103kw 4motion | diesel | 37.3 | 6.3 | 4.5 | [SEP] | fiat grande punto 1.9 jtd sport 3d 6sp | diesel | 42 | 5.6 | 5 | [SEP] | fiat grande punto 1.9 emotion 5dr 6spd | diesel | 42 | 5.6 | 5 | [SEP] | hyundai accent 1.5 crdi 4d m5 sedan | diesel | 51 | 4.6 | 5 | [SEP] | hyundai accent 1.6 gls 4d m5 | petrol | 36.7 | 6.4 | 4.5 | [SEP] | peugeot 308 hdi at 1.6 | diesel | 51 | 4.6 | 5 | [SEP] | peugeot 308 hdi auto | diesel | 34.6 | 6.8 | 4.5 | [SEP] | skoda fabia 1.9 tdi combi | diesel | 48 | 4.9 | 5 | [SEP] | volkswagen jetta 1.9 tdi 7dsg | diesel | 51 | 4.6 | 5 | [SEP] | volkswagen jetta 2.0 tdi dsg | diesel | 43.5 | 5.4 | 5 | [SEP] | volkswagen jetta tdi 103kw 6dsg | diesel | 37.9 | 6.2 | 4.5 | [SEP] | hyundai i30 1.6 crdi elite a4 | diesel | 39.2 | 6 | 5 | [SEP] | peugeot 207 hdi 1.6 5dr 5 sp m d | diesel | 49 | 4.8 | 5 | [SEP] | citroen c3 1.6 hdi 5dr 5spd | diesel | 48 | 4.9 | 5 | [SEP] | citroen c3 1.6 5dr 5spd | petrol | 36.2 | 6.5 | 4.5 | [SEP] | daihatsu sirion 1.3p hatch 5m | petrol | 40.5 | 5.8 | 5 | [SEP] | daihatsu sirion 1.3p hatch 4a | petrol | 36.2 | 6.5 | 4.5 | [SEP] | smart fortwo coupe | petrol | 47 | 5 | 5 | [SEP] | toyota corolla 1.4d hatch5 5m | diesel | 47 | 5 | 5 | [SEP] | toyota corolla 2.0d hatch5 6m | diesel | 43.5 | 5.4 | 5 | [SEP] | toyota corolla 1.5p wagon 5dr 5m | petrol | 40.5 | 5.8 | 5 | [SEP] | volkswagen passat tdi bluemotion sed | diesel | 46 | 5.1 | 5 | [SEP] | volkswagen passat 2.0 tdi dsg sedan | diesel | 38.5 | 6.1 | 4.5 | [SEP] | volkswagen passat 2.0 tdi dsg variant | diesel | 37.9 | 6.2 | 4.5 | [SEP] | volkswagen passat tdi 125kw 6dsg var | diesel | 35.6 | 6.6 | 4.5 |,how many vehicles on the list get at least 50mpg? 20
8,[TAB] col: | date | time |  | score |  | set 1 | set 2 | set 3 | set 4 | set 5 | total | report | [SEP] | 17 nov | 14:00 | canada | 3–0 | kazakhstan | 25–21 | 26–24 | 25–21 |  |  | 76–66 | p2 p3 | [SEP] | 17 nov | 16:00 | russia | 0–3 | serbia and montenegro | 22–25 | 18–25 | 23–25 |  |  | 63–75 | p2 p3 | [SEP] | 17 nov | 18:00 | tunisia | 3–2 | south korea | 25–22 | 24–26 | 17–25 | 28–26 | 15–13 | 109–112 | p2 p3 | [SEP] | 18 nov | 14:00 | russia | 3–0 | tunisia | 25–15 | 29–27 | 25–20 |  |  | 79–62 | p2 p3 | [SEP] | 18 nov | 16:00 | serbia and montenegro | 3–1 | kazakhstan | 25–16 | 22–25 | 25–18 | 25–22 |  | 97–81 | p2 p3 | [SEP] | 18 nov | 18:10 | south korea | 1–3 | canada | 28–26 | 23–25 | 16–25 | 23–25 |  | 90–101 | p2 p3 | [SEP] | 19 nov | 14:00 | kazakhstan | 1–3 | south korea | 22–25 | 25–23 | 18–25 | 21–25 |  | 86–98 | p2 p3 | [SEP] | 19 nov | 16:15 | tunisia | 0–3 | serbia and montenegro | 21–25 | 12–25 | 23–25 |  |  | 56–75 | p2 p3 | [SEP] | 19 nov | 18:00 | canada | 0–3 | russia | 19–25 | 20–25 | 21–25 |  |  | 60–75 | p2 p3 | [SEP] | 21 nov | 14:00 | tunisia | 2–3 | canada | 15–25 | 29–27 | 25–21 | 21–25 | 13–15 | 103–113 | p2 p3 | [SEP] | 21 nov | 16:35 | serbia and montenegro | 3–1 | south korea | 25–22 | 23–25 | 25–21 | 25–18 |  | 98–86 | p2 p3 | [SEP] | 21 nov | 18:50 | russia | 3–0 | kazakhstan | 25–16 | 25–18 | 25–18 |  |  | 75–52 | p2 p3 | [SEP] | 22 nov | 14:00 | kazakhstan | 0–3 | tunisia | 19–25 | 23–25 | 24–26 |  |  | 66–76 | p2 p3 | [SEP] | 22 nov | 16:00 | canada | 0–3 | serbia and montenegro | 18–25 | 18–25 | 17–25 |  |  | 53–75 | p2 p3 | [SEP] | 22 nov | 18:00 | south korea | 0–3 | russia | 13–25 | 21–25 | 13–25 |  |  | 47–75 | p2 p3 |,"how many games did canada win? 3 how many games lasted more than 16:00? 7 which country won the most games, tunisia or russia? russia what was the last team canada played against? serbia and montenegro what are the total wins for kazakhstan and south korea? 1 how many consecutive days did south korea play? 3 how many games did tunisia participate in? 5 did russia or tunisia win on the 18th of november? russia"
3,"[TAB] col: | source | date | population\nromania | population\nserbia | notes | [SEP] | jozu rill | 1864 | 30,000–35,000 | 30,000–35,000 |  | [SEP] | hungarian statistics | 1880 | 18,298 | 18,298 |  | [SEP] | hungarian statistics | 1900 | 19,944 | 19,944 |  | [SEP] | hungarian statistics | 1910 | 13,536 | 13,536 | ""evidently underestimated"" | [SEP] | various authors | second half\nof the 19th century | 22,000–26,000 | 22,000–26,000 | ""sometimes including the krashovani"" | [SEP] | romanian census | 1930 | 10,012 |  | romanian banat only | [SEP] | dimo kazasov | 1936 |  | 3,200 | serbian banat only; estimated | [SEP] | romanian census | 1939 | 9,951 |  | romanian banat only | [SEP] | karol telbizov | 1940 | 12,000 |  | romanian banat only; estimated | [SEP] | mihail georgiev | 1942 |  | up to 4,500 | serbian banat only; estimated | [SEP] | romanian census | 1956 | 12,040 |  | romania only | [SEP] | yugoslav census | 1971 |  | 3,745 | serbian banat only | [SEP] | romanian census | 1977 | 9,267 |  | romania only | [SEP] | romanian census | 2002 | 6,486 |  | romania only | [SEP] | serbian census | 2002 |  | 1,658 | serbia only |","what is the average population of banat bulgarians in romania from 1880 to 1910? 17,259 how many banat bulgarians were living in romania in 1940? 12,000 at which date was the population of banat bulgarians the largest? 1864"
1,"[TAB] col: | sr. no. | train no. | name of the train | arrival | departure | day | [SEP] | 1. | 18238 | chhatisgarh express | 01:23 | 01:25 | daily | [SEP] | 2. | 12160 | jabalpur-amravati sf | 04:51 | 04:53 | daily | [SEP] | 3. | 51294 | amla-nagpur pass | 06:39 | 06:40 | daily | [SEP] | 4. | 12913 | indore-nag tri. exp | 06:49 | 06:51 | m | [SEP] | 5. | 19301 | indore-yashwantpur exp | 07:20 | 07:25 | m | [SEP] | 6. | 12406 | nizamuddin-bhusaval gondwana exp | 07:25 | 07:27 | m,st | [SEP] | 7. | 12410 | nizamuddin-raigarh gondwana | 07:25 | 07:27 | s,m,tu,w,t,f | [SEP] | 8. | 51151 | new amravati-narkhed pass | 08:30 | n/a | daily | [SEP] | 9. | 22112 | nagpur-bhusaval sf | 08:37 | 08:39 | m,t,st | [SEP] | 10. | 11045 | dikshsabhoomi exp | 08:53 | 08:55 | st | [SEP] | 11. | 16359 | ernakulam-patna exp | 08:53 | 08:55 | m | [SEP] | 12. | 51829 | nagpur-agra pass | 09:41 | 09:42 | daily | [SEP] | 13. | 12861 | visakapatnam-nizamuddin | 10:43 | 10:44 | daily | [SEP] | 14. | 12721 | dakshin express | 10:43 | 10:44 | daily | [SEP] | 15. | 12616 | grand trunk(gt) exp | 10:49 | 10:51 | daily | [SEP] | 16. | 19714 | sec-jaipur exp | 11:58 | 12:00 | tu | [SEP] | 17. | 11203 | nagpur-jaipur weekly express | 13:03 | 13:05 | t | [SEP] | 18. | 12615 | grand trunk(gt) exp | 13:30 | 13:32 | daily | [SEP] | 20. | 12409 | raigarh-h.nizamuddin- gondwana | 14:08 | 14:10 | m,w,t,f,st | [SEP] | 21. | 16360 | patna-ernakulam exp | 14:08 | 14:10 | w | [SEP] | 22. | 11046 | dikshsabhoomi exp | 14:09 | 14:10 | tu | [SEP] | 23. | 22111 | bhusaval_nagpur sf | 14:36 | 14:38 | s,w,f | [SEP] | 24. | 19713 | jaipur-sec exp | 15:48 | 15:50 | tu | [SEP] | 25. | 12722 | dakshin express | 16:00 | 16:02 | daily | [SEP] | 26. | 51183 | bhusaval-narkhed pass | 16:00 | n/a | daily | [SEP] | 27. | 11204 | jaipur-nagpur exp | 17:24 | 17:25 | st | [SEP] | 28. | 19302 | yashwantpur-indore exp | 17:35 | 17:40 | w | [SEP] | 29. | 51830 | agra-nagpur pass | 18:04 | 18:05 | daily | [SEP] | 30. | 51293 | nagpur-amla pass | 19:55 | 20:00 | daily | [SEP] | 31. | 12914 | nagpur-indore tri. exp | 20:08 | 20:10 | m | [SEP] | 32. | 12159 | amravati-jabalpur sf | 22:30 | 22:32 | daily | [SEP] | 34. | 51152 | narkhed-new amravati pass | n/a | 18:00 | daily |",which train arrived before the dakshin express? nagpur-agra pass
15,"[TAB] col: | no. in\nseries | no. in\nseason | title | directed by | written by | original air date | prod.\ncode | [SEP] | 3 | 1 | ""so long, patrick henry"" | leo penn | robert culp | september 15, 1965 | 101 | [SEP] | 5 | 2 | ""a cup of kindness"" | leo penn | morton fine & david friedkin | september 22, 1965 | 102 | [SEP] | 2 | 3 | ""carry me back to old tsing-tao"" | mark rydell | david karp | september 29, 1965 | 103 | [SEP] | 6 | 4 | ""chrysanthemum"" | david friedkin | edward j. lakso | october 6, 1965 | 104 | [SEP] | 7 | 5 | ""dragon's teeth"" | leo penn | gilbert ralston | october 13, 1965 | 105 | [SEP] | 8 | 6 | ""the loser"" | mark rydell | robert culp | october 20, 1965 | 106 | [SEP] | 4 | 7 | ""danny was a million laughs"" | mark rydell | arthur dales | october 27, 1965 | 107 | [SEP] | 10 | 8 | ""the time of the knife"" | paul wendkos | gilbert ralston | november 3, 1965 | 108 | [SEP] | 9 | 9 | ""no exchange on damaged merchandise"" | leo penn | gary marshall & jerry belson | november 10, 1965 | 109 | [SEP] | 11 | 10 | ""tatia"" | david friedkin | robert lewin | november 17, 1965 | 110 | [SEP] | 12 | 11 | ""weight of the world"" | paul wendkos | robert lewin | december 1, 1965 | 111 | [SEP] | 14 | 12 | ""three hours on a sunday"" | paul wendkos | morton fine & david friedkin | december 8, 1965 | 112 | [SEP] | 13 | 13 | ""tigers of heaven"" | allen reisner | morton fine & david friedkin | december 15, 1965 | 113 | [SEP] | 1 | 14 | ""affair in t'sien cha"" | sheldon leonard | morton fine & david friedkin | december 29, 1965 | 114 | [SEP] | 16 | 15 | ""the tiger"" | paul wendkos | robert culp | january 5, 1966 | 115 | [SEP] | 17 | 16 | ""the barter"" | allen reisner | harvey bullock & p.s. allen | january 12, 1966 | 116 | [SEP] | 15 | 17 | ""always say goodbye"" | allen reisner | robert c. dennis & earl barrett | january 26, 1966 | 117 | [SEP] | 18 | 18 | ""court of the lion"" | robert culp | robert culp | february 2, 1966 | 118 | [SEP] | 19 | 19 | ""turkish delight"" | paul wendkos | eric bercovici | february 9, 1966 | 119 | [SEP] | 20 | 20 | ""bet me a dollar"" | richard sarafian | david friedkin & morton fine | february 16, 1966 | 120 | [SEP] | 21 | 21 | ""return to glory"" | robert sarafian | david friedkin & morton fine | february 23, 1966 | 121 | [SEP] | 22 | 22 | ""the conquest of maude murdock"" | paul wendkos | robert c. dennis & earl barrett | march 2, 1966 | 122 | [SEP] | 23 | 23 | ""a day called 4 jaguar"" | richard sarafian | michael zagar | march 9, 1966 | 123 | [SEP] | 25 | 24 | ""crusade to limbo"" | richard sarafian | teleplay by: morton fine & david freidkin & | march 23, 1966 | 124 | [SEP] | 26 | 25 | ""my mother, the spy"" | richard benedict | howard gast | march 30, 1966 | 125 | [SEP] | 27 | 26 | ""there was a little girl"" | john rich | teleplay by: stephen kandell story by: robert bloch | april 6, 1966 | 126 | [SEP] | 28 | 27 | ""it's all done with mirrors"" | robert butler | stephen kandell | april 13, 1966 | 127 |","how many episodes aired before december 1st, 1965? 10 how many episodes were directed by leo penn? 4 what was the title of the first episode directed by paul wendkos? the time of the knife how many writers wrote at least 3 i spy episodes? 3 did robert lewin write more episodes than arthur dales? yes who directed the greatest number of episodes in the first season? paul wendkos the first episode of the season was written by whom? robert culp in season 1, what number of episodes were written by morton fine and david friedkin? 7 what was the last air date? april 27, 1966 (1966-04-27) how many i spy episodes had aired before december 15, 1965. 12 who wrote a greater amount of i spy episodes: david karp or robert lewin? robert lewin who directed the least amount of i spy episodes? sheldon leonard how many episodes did morton fine & david friedkin write? 7 which episode was next after a cup of kindness in season? carry me back to old tsing-tao how many episodes were originally aired before december 1965? 10"
1,"[TAB] col: | city | county | population (2011) | population (2002) | altitude (m) | year status\ngranted* or\nfirst attested† | [SEP] | bucharest | - | 1,883,425 | 1,926,334 | 85 | 1459† | [SEP] | cluj-napoca | cluj | 324,576 | 317,953 | 360 | 1316* | [SEP] | timișoara | timiș | 319,279 | 317,660 | 90 | 1342* | [SEP] | iași | iași | 290,422 | 320,888 | 95 | 1408† | [SEP] | constanța | constanța | 283,872 | 310,471 | 25 | 260 bc† | [SEP] | craiova | dolj | 269,506 | 302,601 | 100 | 1475† | [SEP] | brașov | brașov | 253,200 | 284,596 | 625 | 1235† | [SEP] | galați | galați | 249,432 | 298,861 | 55 | 1445† | [SEP] | pitești | argeș | 155,383 | 168,458 | 287 | 1388† | [SEP] | sibiu | sibiu | 147,245 | 154,892 | 415 | 1366† | [SEP] | baia mare | maramureș | 123,738 | 137,976 | 225 | 1329† | [SEP] | râmnicu vâlcea | vâlcea | 98,776 | 107,656 | 250 | 1388† | [SEP] | suceava | suceava | 92,121 | 106,138 | 325 | 1388† | [SEP] | focșani | vrancea | 79,315 | 103,219 | 55 | 1575† | [SEP] | tulcea | tulcea | 73,707 | 92,762 | 30 |  | [SEP] | alba iulia | alba | 63,536 | 66,369 | 330 | 1097† | [SEP] | deva | hunedoara | 61,123 | 69,390 |  | 1269† | [SEP] | sfântu gheorghe | covasna | 56,006 | 61,512 |  | 1332†/1832* | [SEP] | bârlad | vaslui | 55,837 | 69,183 |  |  | [SEP] | roman | neamț | 50,713 | 69,483 |  |  | [SEP] | mediaș | sibiu | 47,204 | 55,203 |  | 1359* | [SEP] | slobozia | ialomița | 45,891 | 52,677 |  |  | [SEP] | medgidia | constanța | 39,780 | 43,867 |  |  | [SEP] | onești | bacău | 39,172 | 51,681 |  | 1956* | [SEP] | miercurea ciuc | harghita | 38,966 | 41,852 |  |  | [SEP] | petroșani | hunedoara | 37,160 | 45,447 |  | 1930* | [SEP] | mangalia | constanța | 36,364 | 40,037 |  |  | [SEP] | odorheiu secuiesc | harghita | 34,257 | 36,926 |  |  | [SEP] | pașcani | iași | 33,745 | 42,172 |  |  | [SEP] | dej | cluj | 33,497 | 38,478 |  |  | [SEP] | reghin | mureș | 33,281 | 36,023 |  |  | [SEP] | câmpina | prahova | 32,935 | 38,758 |  | 1864* | [SEP] | câmpulung | argeș | 31,767 | 38,285 |  |  | [SEP] | pantelimon | ilfov | 25,596 | 16,019 |  | 2005* | [SEP] | vulcan | hunedoara | 24,160 | 33,186 |  | 1953* | [SEP] | zărnești | brașov | 23,476 | 26,520 |  | 1951* | [SEP] | petrila | hunedoara | 22,692 | 28,742 |  | 1956* | [SEP] | câmpia turzii | cluj | 22,223 | 29,852 |",is the altitude in bucharest above or below 100? below
15,[TAB] col: | season | team | country | division | apps | goals | [SEP] | 2004 | cska moscow | russia | 1 | 0 | 0 | [SEP] | 2005 | cska moscow | russia | 1 | 0 | 0 | [SEP] | 2006 | spartak nizhny novgorod | russia | 2 | 36 | 1 | [SEP] | 2006/07 | dnipro dnipropetrovsk | ukraine | 1 | 12 | 0 | [SEP] | 2007/08 | dnipro dnipropetrovsk | ukraine | 1 | 24 | 0 | [SEP] | 2008/09 | dnipro dnipropetrovsk | ukraine | 1 | 22 | 1 | [SEP] | 2009/10 | dnipro dnipropetrovsk | ukraine | 1 | 28 | 0 | [SEP] | 2010/11 | dnipro dnipropetrovsk | ukraine | 1 | 23 | 0 | [SEP] | 2011/12 | dnipro dnipropetrovsk | ukraine | 1 | 16 | 0 | [SEP] | 2012/13 | dnipro dnipropetrovsk | ukraine | 1 | 10 | 1 | [SEP] | 2012/13 | lokomotiv moscow | russia | 1 | 8 | 0 | [SEP] | 2013/14 | lokomotiv moscow | russia | 1 | 14 | 1 |,how many teams did not score any goals in the 2006 season? 1 in what season did dnipro dnipropetrovsk had 28 appearances? 2009/10 what is the name of the last team on this chart? lokomotiv moscow what are the number of times dnipro dnipropetrovsk is listed as a team on this chart? 7 what were the number of apps that team dnipro dnipropetrovsk had in the season of 2008/09? 22 what was the number of apps for spartak nizhy novgorod? 36 how many teams are listed before season 2005? 1 which russian team had the most appearances? spartak nizhny novgorod what year did the first season take place in? 2004 how many goals were made by this individual? 2 how many goals did team dnipro dnipropetrovsk have in the season of 2008/09? 1 which team has been listed the most in the table? dnipro dnipropetrovsk which country is listed the most according to this chart? ukraine which team is not listed more than once? spartak nizhny novgorod which country had the top number of apps? russia
3,"[TAB] col: | number | name | type | livery | status | notes | [SEP] |  | brightside | yorkshire engine company 0-4-0 | black | under repair | currently dismantled for overhaul | [SEP] | 6 | roger h. bennett | yorkshire engine company ""janus"" 0-6-0 | ncb blue | operational | ~ | [SEP] | d2334 |  | class 04 | green | under repair | stopped at sep 2012 diesel gala after failure | [SEP] | 25322 | tamworth castle | class 25 | ""ice cream van"" blue | static display | built in 1967. cosmetically restored in 2008 | [SEP] | 33021 | captain charles | class 33 | blue | operational | built in 1960. on loan from tysley | [SEP] | 33102 | sophie (unofficial) | class 33 | blue | operational | built in 1960. launched sep 2012 - restoration still being completed | [SEP] | 37407 |  | class 37 | transrail grey | stored | ~ | [SEP] | 37424 |  | class 37 | transrail grey | stored | ~ | [SEP] | 47524 |  | class 47 | rail express systems | under restoration | ~ |",when was the captain charles locomotive built? 1960 what is the livery of the roger h. bennett locomotive? ncb blue how many locomotives are currently operational? 3
